Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Military Tenure,Avg Commute Time,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Mary Mensik,African-American,female,1.0,USA,24.0,94539,1,3.0,0.02,3.0,1.02,0.0,25.0,-5.08,1.61,0.39,-0.46,Engineering,Ok,Bad,0.0,0.0,0.0
Shawn Clopper,African-American,female,0.0,USA,29.0,94085,1,2.66,0.32,1.5,1.1800000000000002,4.0,9.0,3.08,1.58,-1.4,-1.54,Engineering,None,Good,1.0,0.0,0.0
Jessie Vance,Caucasian,female,1.0,USA,25.0,94030,1,2.62,0.24,2.0,1.73,0.0,34.0,-0.49,2.14,0.41,-0.41,Sciences,Ok,Good,0.0,1.0,1.0
Sarah Nguyen,Caucasian,female,1.0,USA,30.0,94028,1,3.19,0.06,3.5,2.14,0.0,23.0,0.13,2.44,-0.26,-0.49,Engineering,Ok,Good,1.0,1.0,0.0
William Marin,Hispanic,male,0.0,USA,24.0,94087,1,3.17,0.14,1.5,2.97,0.0,12.0,-0.17,1.48,-0.64,-1.24,Quantitative,Ok,Good,0.0,0.0,0.0
Diane Moller,Asian,female,1.0,Australia,23.0,94605,1,2.72,0.34,-1.0,2.01,0.0,42.0,1.69,2.16,0.46,0.39,Quantitative,None,Good,0.0,1.0,0.0
Robert Davis,Hispanic,male,0.0,USA,28.0,94559,1,2.75,0.16,5.0,2.59,0.0,89.0,-0.96,0.0,-5.38,-4.53,Humanities,Very Good,Good,0.0,0.0,0.0
Charles Smythe,Caucasian,male,1.0,USA,24.0,94403,1,3.1,0.12,1.5,2.68,0.0,26.0,-2.98,1.85,-0.86,0.04,Humanities,None,Bad,0.0,1.0,0.0
Paul Mann,Caucasian,male,1.0,USA,24.0,94549,1,2.68,0.52,2.0,3.08,0.0,53.0,-2.99,0.66,-2.91,-2.55,Quantitative,Ok,Good,0.0,0.0,0.0
Rebecca Greenberg,Caucasian,female,0.0,USA,25.0,95002,1,2.91,0.18,4.0,2.49,0.0,14.0,3.12,2.1,0.47,0.63,Humanities,None,Bad,0.0,0.0,0.0
Jacqueline Nipp,African-American,female,0.0,USA,20.0,94040,1,2.64,0.3,-3.0,0.56,0.0,0.0,0.78,1.67,-1.59,-1.9,Engineering,Ok,Good,0.0,0.0,0.0
Jake Lee,Caucasian,male,0.0,USA,34.0,94089,1,2.83,0.34,6.5,3.57,2.5,11.0,0.76,1.61,0.86,1.66,Engineering,Ok,Good,0.0,0.0,0.0
Cora Johnson,Caucasian,female,0.0,USA,33.0,94720,1,2.61,0.32,4.0,2.3200000000000003,0.0,58.0,-2.26,3.71,1.14,0.57,Engineering,Ok,Bad,0.0,1.0,0.0
Ruth Millan,Caucasian,female,0.0,Australia,24.0,95035,1,2.53,0.4,1.0,2.6,0.0,18.0,0.97,3.86,2.16,2.23,Engineering,Ok,Good,0.0,0.0,0.0
Helen Baxter,Other,female,0.0,USA,24.0,94523,1,2.26,0.34,2.0,1.0,1.0,55.0,-0.58,2.53,0.32,0.77,Engineering,None,Good,1.0,0.0,0.0
June Dinsmore,African-American,female,0.0,USA,29.0,94591,1,2.87,0.46,4.5,1.9,3.0,73.0,0.6399999999999999,2.01,-0.79,-1.51,Engineering,None,Good,0.0,0.0,0.0
Patricia Pinkney,Caucasian,female,1.0,USA,25.0,94301,1,2.68,0.54,4.0,1.95,0.0,17.0,-0.03,3.35,1.79,2.26,Engineering,None,Bad,0.0,1.0,1.0
Jason Terry,Caucasian,male,1.0,USA,32.0,94542,1,3.32,0.24,7.0,3.75,2.0,41.0,0.19,2.02,0.45,-0.08,Engineering,Ok,Good,0.0,0.0,0.0
Stephanie Miller,Caucasian,female,1.0,USA,23.0,94523,1,2.92,0.48,2.0,2.8000000000000003,0.0,55.0,-2.79,1.25,-1.13,-0.59,Quantitative,None,Good,0.0,0.0,0.0
Brenda Anderson,Caucasian,female,1.0,USA,22.0,94014,1,2.34,0.4,-1.0,0.9,0.0,43.0,0.25,2.25,-0.07,0.69,Quantitative,Ok,Good,1.0,0.0,1.0
Rex Hailey,Hispanic,male,0.0,USA,25.0,94085,1,3.1,0.2,3.5,2.47,0.0,10.0,-1.23,1.54,0.29,0.68,Sciences,Ok,Bad,0.0,0.0,0.0
Frank Odonnell,Caucasian,male,0.0,USA,26.0,94027,1,3.46,0.54,4.0,3.63,0.0,24.0,-0.11,0.81,-2.22,-1.9,Quantitative,None,Good,0.0,0.0,0.0
Jason Clift,Caucasian,male,0.0,USA,31.0,95002,1,2.59,0.12,4.0,2.06,4.0,15.0,3.72,3.06,1.95,1.63,Quantitative,Ok,Bad,1.0,1.0,0.0
Margaret Benge,Caucasian,female,0.0,USA,24.0,94043,1,2.61,0.34,1.0,1.81,0.0,6.0,4.72,2.54,-0.9,-0.45,Engineering,Very Good,Good,0.0,1.0,1.0
Janis Slaughter,Caucasian,female,1.0,USA,23.0,94586,1,2.44,0.44,0.0,1.26,0.0,38.0,0.53,1.93,-1.14,-0.48,Engineering,Ok,Bad,0.0,1.0,1.0
Susan Walden,Caucasian,female,0.0,USA,28.0,94040,1,2.86,0.26,1.0,2.16,0.0,4.0,-1.95,2.96,1.66,1.28,Engineering,None,Bad,0.0,0.0,0.0
Kevin Jackson,Caucasian,male,0.0,USA,23.0,94061,1,2.36,0.1,0.0,1.15,0.0,22.0,1.91,1.2,-1.0,-2.27,Sciences,None,Bad,0.0,0.0,0.0
Rupert Nations,Hispanic,male,1.0,USA,29.0,94010,1,3.36,0.42,6.0,3.22,0.0,33.0,1.06,1.06,-2.49,-2.45,Engineering,None,Bad,0.0,0.0,1.0
Mary Killin,Hispanic,female,0.0,USA,27.0,94595,1,3.56,-0.04,3.0,0.7200000000000002,0.0,56.0,-3.21,0.0,-3.35,-2.83,Engineering,Ok,Good,0.0,1.0,0.0
Mark Certain,Asian,male,0.0,USA,25.0,94040,1,3.69,0.48,3.0,3.02,0.0,0.0,2.22,2.87,1.51,2.28,Engineering,Ok,Good,0.0,0.0,0.0
Sergio Echols,Caucasian,male,1.0,USA,26.0,94121,1,2.88,0.34,3.0,2.77,0.0,54.0,-1.13,2.42,0.1,0.26,Sciences,Ok,Good,1.0,0.0,0.0
Johnnie Gonzales,Caucasian,male,0.0,USA,28.0,94566,1,2.89,0.34,3.5,2.79,0.0,35.0,0.44,1.34,-1.22,-0.58,Quantitative,Ok,Bad,0.0,0.0,0.0
Margaret Myles,Caucasian,female,0.0,USA,29.0,95035,1,3.44,0.4,4.5,3.04,0.0,18.0,2.33,1.39,-2.34,-1.99,Engineering,None,Good,0.0,0.0,0.0
Ella Gill,Caucasian,female,2.0,USA,28.0,94025,1,3.75,0.3,3.0,3.24,0.0,20.0,1.83,2.76,1.89,0.57,Quantitative,Very Good,Bad,0.0,0.0,0.0
Carl Dickerson,Caucasian,male,0.0,USA,23.0,94040,1,3.27,0.56,0.0,2.46,0.0,0.0,-1.29,1.67,0.96,0.49,Sciences,None,Bad,0.0,1.0,0.0
Jerry Wakefield,Asian,male,0.0,USA,23.0,94903,1,3.31,0.64,2.0,2.98,0.0,70.0,0.53,1.9,-0.16,-0.13,Quantitative,None,Bad,0.0,0.0,0.0
Connie Fuller,Caucasian,female,0.0,USA,32.0,94545,1,3.85,0.52,4.0,3.8,3.0,37.0,1.36,2.31,1.03,0.96,Engineering,Ok,Good,0.0,1.0,0.0
Mark Brown,Asian,male,0.0,USA,24.0,95002,1,2.7,0.44,2.0,2.23,0.0,15.0,2.41,1.58,-0.57,-1.55,Quantitative,None,Good,0.0,1.0,0.0
Diane Lotton,Caucasian,female,1.0,USA,26.0,94960,1,2.98,0.4,0.0,2.3200000000000003,2.0,76.0,-0.57,2.15,1.26,1.24,Engineering,None,Bad,0.0,0.0,0.0
Nicolas Ross,Caucasian,male,0.0,USA,26.0,94040,1,2.76,0.58,4.5,3.29,0.0,1.0,-0.44,2.39,1.74,1.04,Engineering,None,Good,0.0,0.0,0.0
Robert Richter,Hispanic,male,0.0,USA,21.0,94105,1,2.08,0.2,1.0,1.31,0.0,45.0,-2.95,3.18,2.37,1.4,Humanities,None,Bad,0.0,1.0,1.0
John Wainwright,Caucasian,male,0.0,USA,25.0,94043,1,2.24,0.3,1.0,1.99,0.0,5.0,1.14,1.17,-1.91,-1.05,Engineering,Ok,Bad,0.0,1.0,0.0
Wade Santiago,Caucasian,male,0.0,USA,18.0,94089,1,2.85,0.48,-4.0,1.65,0.0,11.0,0.35,2.71,3.23,2.4,Quantitative,Ok,Good,1.0,1.0,0.0
Rena Wright,African-American,female,0.0,Canada,24.0,94544,1,2.5,0.5,-1.0,0.3200000000000001,0.0,32.0,1.15,1.07,-2.27,-1.99,Quantitative,Ok,Bad,0.0,1.0,1.0
Bennie Jones,Caucasian,male,0.0,USA,28.0,94010,1,2.76,0.36,1.5,1.98,0.0,33.0,-3.81,2.15,-0.66,0.31,Engineering,Ok,Good,0.0,1.0,1.0
Scott Munoz,African-American,male,0.0,USA,26.0,94618,1,3.23,0.06,1.0,3.05,0.0,51.0,-4.34,0.58,-3.52,-3.64,Engineering,None,Bad,0.0,0.0,0.0
Mark Bryant,Caucasian,male,0.0,USA,22.0,94043,1,2.93,0.46,0.0,2.43,0.0,5.0,0.35,1.2,-0.27,0.55,Quantitative,None,Good,0.0,0.0,0.0
Vicki Feazel,African-American,female,0.0,USA,27.0,94040,1,3.55,0.34,3.5,2.03,0.0,2.0,1.14,2.43,0.57,1.63,Quantitative,Ok,Bad,0.0,0.0,0.0
Nicole Perez,Caucasian,female,1.0,USA,23.0,94591,1,2.48,0.08,2.0,1.1700000000000002,0.0,73.0,1.38,0.63,-1.95,-1.5,Humanities,Ok,Bad,0.0,1.0,1.0
June Butler,African-American,female,2.0,USA,30.0,94502,1,3.47,0.22,5.5,2.52,1.0,49.0,-2.36,4.75,4.56,3.07,Quantitative,Ok,Good,0.0,0.0,0.0
Jason Pioske,Hispanic,male,0.0,USA,28.0,94720,1,3.68,0.7,6.5,4.11,1.5,58.0,-0.78,1.28,-1.53,-2.96,Engineering,Ok,Bad,0.0,0.0,0.0
Robert Edwards,Other,male,1.0,USA,25.0,94801,1,2.63,0.1,2.5,2.1,0.0,63.0,0.02,2.47,2.63,1.68,Sciences,None,Bad,0.0,0.0,0.0
Sandra Goodman,Caucasian,female,1.0,Canada,25.0,94087,1,2.68,0.5,2.0,2.25,0.0,12.0,-2.04,1.3,0.34,0.29,Quantitative,Ok,Bad,0.0,1.0,0.0
Crystal Kim,Asian,female,1.0,USA,25.0,94402,1,2.88,0.2,3.0,2.09,0.0,28.0,0.45,2.26,-0.51,-0.21,Quantitative,None,Good,0.0,0.0,0.0
Michael Hochstetler,Caucasian,male,1.0,Australia,26.0,94121,1,2.55,0.2,2.0,2.19,0.0,54.0,0.38,0.21,-2.6,-1.37,Engineering,None,Good,0.0,0.0,0.0
Sherry Davis,Caucasian,female,1.0,USA,23.0,95002,1,3.26,0.4,2.0,2.87,0.0,15.0,0.84,0.11,-5.49,-5.31,Quantitative,Very Good,Good,1.0,0.0,0.0
William Bergman,Caucasian,male,1.0,USA,26.0,94025,1,3.24,0.6,1.5,2.58,0.0,20.0,-2.72,2.68,2.38,1.62,Engineering,None,Good,0.0,1.0,0.0
Bonnie Herms,African-American,female,0.0,USA,25.0,94611,1,3.35,0.22,2.0,1.48,0.0,52.0,-0.91,2.25,0.1,0.35,Quantitative,Ok,Bad,0.0,0.0,0.0
Eric Kradel,African-American,male,1.0,USA,30.0,94595,1,3.37,0.24,5.0,3.88,0.0,56.0,-0.02,1.27,-3.43,-3.43,Engineering,Very Good,Bad,0.0,0.0,0.0
Loretta Myers,Caucasian,female,0.0,USA,27.0,94925,1,2.91,0.2,4.0,2.74,0.0,66.0,1.89,0.89,-0.69,-0.59,Sciences,Very Good,Good,0.0,0.0,0.0
Robert Wright,African-American,male,0.0,USA,25.0,94070,1,2.2,0.12,0.0,1.27,0.0,27.0,-1.79,3.19,1.47,0.72,Engineering,None,Bad,0.0,0.0,0.0
Richard Fuller,Caucasian,male,0.0,Australia,23.0,94545,1,2.59,0.34,0.5,2.49,0.0,37.0,-2.7,0.84,-0.6,-0.43,Quantitative,None,Good,0.0,0.0,0.0
Felicia Rios,Other,female,0.0,USA,24.0,94010,1,4.09,0.2,3.0,1.71,0.0,33.0,-0.71,1.86,-0.09,-0.73,Engineering,None,Good,0.0,0.0,0.0
Katie Moody,African-American,female,0.0,USA,27.0,94544,1,2.2,0.1,4.0,0.69,2.0,31.0,-0.79,2.9,1.92,2.03,Quantitative,None,Good,1.0,1.0,1.0
Jeffrey Small,Caucasian,male,1.0,USA,28.0,94533,1,2.91,0.32,5.0,2.42,0.0,79.0,-2.26,2.81,0.41,0.27,Engineering,None,Bad,0.0,1.0,0.0
Diana Palacios,Asian,female,0.0,USA,25.0,94510,1,1.39,0.38,0.0,0.95,0.0,69.0,2.07,2.78,1.33,1.64,Engineering,None,Bad,0.0,1.0,1.0
Josh Thompson,Caucasian,male,1.0,USA,22.0,94038,1,1.79,0.52,0.0,1.87,0.0,57.0,-3.49,1.05,-1.35,-0.65,Engineering,None,Bad,0.0,1.0,1.0
Misty Cooper,Asian,female,0.0,USA,25.0,94403,1,2.35,0.52,0.0,1.61,0.0,26.0,-1.81,2.59,3.36,2.88,Quantitative,Very Good,Bad,0.0,0.0,0.0
Edward Current,Hispanic,male,1.0,USA,28.0,94588,1,2.9,0.14,2.5,2.22,3.0,36.0,1.24,0.75,-1.98,-1.05,Engineering,Very Good,Bad,0.0,1.0,0.0
Michael Dowling,African-American,male,0.0,USA,26.0,94043,1,3.43,0.28,4.5,3.95,0.0,7.0,-0.42,1.26,-0.73,-0.03,Engineering,Ok,Good,0.0,0.0,0.0
Gordon Peck,Caucasian,male,0.0,Australia,26.0,94403,1,1.71,0.22,5.0,1.4,0.0,26.0,-1.03,2.36,1.71,1.25,Engineering,Ok,Bad,0.0,0.0,1.0
Mary Wint,Caucasian,female,0.0,USA,26.0,95002,1,2.96,0.4,3.0,2.85,0.0,14.0,-0.57,2.34,-0.47,-0.5,Quantitative,None,Bad,0.0,0.0,0.0
James Wells,Asian,male,0.0,USA,24.0,94040,1,2.69,0.5,0.5,1.92,0.0,3.0,-1.88,1.53,-0.96,-0.92,Sciences,Very Good,Bad,0.0,0.0,0.0
Gerry Montgomery,African-American,female,1.0,USA,22.0,94022,1,2.94,0.42,0.5,0.75,0.0,13.0,1.42,1.41,-0.41,-0.91,Humanities,Ok,Bad,0.0,0.0,0.0
Larry Ford,Asian,male,1.0,USA,27.0,94402,1,3.51,0.4,5.0,3.28,0.0,28.0,2.73,1.02,-2.28,-1.74,Quantitative,Ok,Bad,0.0,0.0,0.0
Jeffery Diaz,Caucasian,male,1.0,USA,27.0,94010,1,3.18,0.36,3.5,3.0,0.0,33.0,0.08,3.43,3.49,3.52,Engineering,None,Good,1.0,0.0,0.0
Michael Schein,Caucasian,male,0.0,USA,27.0,94105,1,2.38,0.12,6.0,2.68,0.0,45.0,1.37,1.13,-1.03,-0.27,Engineering,Ok,Good,0.0,0.0,0.0
Timothy Lucas,Caucasian,male,1.0,USA,25.0,94040,1,2.51,0.28,3.0,1.7,0.0,1.0,2.31,1.68,0.64,0.57,Humanities,None,Good,0.0,1.0,1.0
Howard Willis,African-American,male,0.0,USA,24.0,94709,1,2.94,0.38,2.0,3.23,0.0,59.0,-0.45,0.31,-2.83,-2.7,Quantitative,Ok,Bad,1.0,0.0,0.0
Todd Cook,Caucasian,male,1.0,USA,28.0,94087,1,2.91,0.36,4.0,2.87,1.0,12.0,-1.1,3.4,3.36,2.97,Engineering,None,Bad,0.0,0.0,0.0
William Ta,Caucasian,male,0.0,USA,21.0,94014,1,2.91,0.4,-1.0,2.23,0.0,43.0,1.52,2.41,-0.77,-0.47,Engineering,Very Good,Good,1.0,0.0,0.0
Brenda Schmidt,Caucasian,female,0.0,USA,27.0,94561,1,2.77,0.22,5.0,2.47,0.0,81.0,-2.78,1.65,-1.13,0.15,Quantitative,Ok,Bad,0.0,1.0,1.0
Floyd Cox,African-American,male,1.0,USA,22.0,94109,1,3.42,0.1,-1.0,2.25,0.0,48.0,-0.36,0.0,-5.85,-6.0,Sciences,None,Bad,0.0,1.0,0.0
Linda Gardner,Caucasian,female,0.0,USA,25.0,94544,1,2.86,0.2,3.0,2.49,0.0,31.0,-0.6,3.12,1.68,0.92,Engineering,Ok,Bad,0.0,0.0,0.0
Herbert Vancamp,Asian,male,1.0,USA,21.0,94709,1,2.93,0.18,-1.0,1.77,0.0,59.0,-1.77,3.05,0.76,0.7,Humanities,Ok,Bad,0.0,0.0,0.0
Laura Fields,African-American,female,1.0,USA,22.0,94539,1,3.04,0.54,2.0,1.83,0.0,25.0,4.0,1.77,-0.32,-1.71,Engineering,Ok,Bad,0.0,0.0,0.0
Daniel Robinson,Caucasian,male,0.0,USA,28.0,94544,1,3.14,0.22,6.5,3.13,0.0,31.0,-0.88,3.26,2.16,1.93,Quantitative,Ok,Good,0.0,0.0,0.0
Fannie Stephens,African-American,female,0.0,USA,25.0,94542,1,2.46,0.18,2.0,1.19,0.0,41.0,-2.64,1.0,-1.67,-0.46,Sciences,Ok,Bad,0.0,0.0,0.0
Dwight Masseria,Caucasian,male,1.0,USA,25.0,94028,1,2.53,0.06,0.0,0.92,0.0,23.0,1.08,2.01,-0.47,0.13,Humanities,None,Good,0.0,0.0,1.0
Jon Hairston,Caucasian,male,1.0,USA,25.0,94569,1,3.12,0.44,4.0,3.32,0.0,68.0,-1.53,1.53,-0.08,-0.86,Engineering,None,Good,0.0,0.0,0.0
John Herman,Asian,male,1.0,China,28.0,94022,1,2.65,0.22,1.5,2.1,2.0,13.0,0.67,3.2,2.76,1.45,Engineering,Very Good,Good,0.0,1.0,0.0
Maxine Roman,Caucasian,female,0.0,USA,33.0,94027,1,2.77,0.36,2.0,2.58,3.0,24.0,1.01,1.85,-0.45,-1.11,Quantitative,None,Good,0.0,0.0,0.0
Reginald Faulk,Asian,male,0.0,USA,27.0,94089,1,3.52,0.38,4.0,3.29,0.0,11.0,-0.26,2.52,1.0,0.55,Sciences,None,Good,1.0,0.0,0.0
Terry Thrower,Caucasian,male,1.0,USA,24.0,94114,1,2.64,0.38,3.0,2.48,0.0,47.0,1.24,0.56,-2.79,-1.55,Engineering,Ok,Good,0.0,0.0,0.0
Anthony Bunnell,Hispanic,male,1.0,USA,24.0,94043,1,2.52,0.08,1.0,1.92,0.0,5.0,-2.54,1.73,-0.46,-0.59,Engineering,Ok,Bad,0.0,1.0,1.0
Anne Henson,Caucasian,female,1.0,USA,25.0,94301,1,3.09,0.54,3.0,3.19,2.0,17.0,0.4,0.0,-4.42,-4.25,Quantitative,Ok,Good,1.0,0.0,0.0
Corey Lane,Asian,male,1.0,USA,27.0,94538,1,2.25,0.14,3.5,2.09,0.0,21.0,1.25,1.16,-3.77,-4.33,Quantitative,None,Good,0.0,0.0,0.0
Bessie Barth,Other,female,1.0,USA,25.0,94523,1,3.38,0.16,3.5,1.97,0.0,55.0,0.18,2.05,-0.26,-0.68,Engineering,None,Good,0.0,0.0,0.0
John Whiteford,Caucasian,male,1.0,USA,23.0,94301,1,2.49,0.38,1.0,2.3,0.0,17.0,1.37,1.97,1.74,2.01,Sciences,None,Good,0.0,0.0,0.0
Zachary Camilo,Other,male,0.0,USA,25.0,94595,1,1.98,0.18,3.0,1.98,0.0,56.0,-1.69,2.05,0.7,0.88,Humanities,None,Good,0.0,1.0,1.0
Tyler Penney,African-American,male,0.0,USA,31.0,94588,1,2.27,0.4,5.0,2.84,2.5,36.0,0.6599999999999999,0.75,-2.39,-2.6,Quantitative,None,Bad,0.0,1.0,0.0
Lois Williams,Hispanic,female,0.0,USA,21.0,94085,1,2.68,0.18,0.0,0.9700000000000002,0.0,8.0,1.44,1.81,0.34,0.49,Engineering,Ok,Bad,0.0,0.0,0.0
Margaret Dufour,Hispanic,female,0.0,USA,27.0,94304,1,2.5,0.1,3.0,1.08,2.5,19.0,0.6200000000000001,3.03,2.76,2.87,Engineering,None,Bad,0.0,0.0,0.0
Elbert Prince,African-American,male,1.0,USA,23.0,94566,1,2.79,0.56,1.5,3.14,0.0,35.0,0.06000000000000005,2.87,2.77,2.28,Engineering,Very Good,Good,0.0,0.0,0.0
Jose Lewis,Caucasian,male,1.0,USA,30.0,94545,1,1.9,0.34,6.0,2.71,0.0,37.0,-0.53,0.25,-3.78,-3.96,Quantitative,Ok,Bad,0.0,1.0,0.0
Terry Rogers,African-American,male,0.0,Canada,22.0,94085,1,2.59,0.14,0.5,1.76,0.0,10.0,-0.99,2.54,-0.33,-0.17,Engineering,None,Good,0.0,1.0,1.0
Janice Gray,Caucasian,female,0.0,USA,26.0,94510,1,3.23,0.24,4.5,2.63,0.0,69.0,0.64,2.46,0.12,0.1,Engineering,None,Good,0.0,0.0,0.0
Matthew Johnson,Caucasian,male,1.0,USA,22.0,94525,1,2.66,0.18,1.5,1.69,0.0,64.0,3.26,0.96,-0.87,-0.95,Engineering,Ok,Good,1.0,1.0,1.0
Santos Mcguigan,African-American,male,0.0,USA,29.0,94121,1,2.2,0.56,3.0,2.87,0.0,54.0,0.07999999999999996,1.96,1.22,0.44,Engineering,None,Bad,0.0,0.0,0.0
Kristi Mercardo,African-American,female,1.0,USA,28.0,94569,1,3.06,0.3,3.5,1.46,1.5,68.0,-0.78,2.8,0.86,0.7,Quantitative,None,Bad,0.0,0.0,0.0
Tammy Vu,Hispanic,female,0.0,USA,24.0,94523,1,3.83,0.24,4.0,1.81,0.0,55.0,-2.71,2.23,0.14,1.27,Quantitative,None,Good,1.0,0.0,0.0
Jason Bryant,African-American,male,1.0,USA,35.0,94085,1,3.08,0.08,7.0,3.56,0.0,9.0,1.16,2.38,0.15,0.65,Quantitative,None,Good,0.0,0.0,0.0
John Roush,Asian,male,1.0,USA,27.0,94085,1,2.8,0.3,4.5,3.16,0.0,10.0,0.35,1.17,-0.51,-0.21,Quantitative,Ok,Bad,0.0,0.0,0.0
James Gale,Asian,male,0.0,USA,29.0,94087,1,3.46,0.44,3.0,3.17,0.0,12.0,0.5,2.91,0.89,0.92,Quantitative,None,Good,0.0,0.0,0.0
Jasper Bradley,Caucasian,male,1.0,USA,25.0,94586,1,2.74,0.32,0.5,1.76,0.0,38.0,-0.6,1.69,0.1,1.26,Engineering,Ok,Bad,0.0,1.0,1.0
James Westerfield,Caucasian,male,0.0,USA,26.0,94030,1,2.88,0.42,1.0,2.37,0.0,34.0,0.33,3.19,1.93,1.5,Quantitative,None,Bad,0.0,0.0,0.0
Pasquale Carillo,Caucasian,male,0.0,USA,29.0,94801,1,2.58,0.64,4.0,3.58,0.0,63.0,0.3,2.11,-0.64,-1.64,Humanities,Very Good,Good,0.0,0.0,0.0
Fred Worm,Caucasian,male,0.0,USA,28.0,94040,1,2.19,0.16,2.5,1.21,3.0,0.0,1.81,2.58,1.8,1.74,Engineering,Ok,Bad,0.0,1.0,1.0
Gertrude Bartoletti,Caucasian,female,0.0,USA,29.0,94043,1,2.68,0.16,6.0,2.66,0.0,5.0,1.38,0.82,-1.9,-0.9,Humanities,Ok,Good,0.0,0.0,0.0
Ruth Labelle,Hispanic,female,1.0,USA,26.0,95002,1,2.09,0.24,3.5,0.7999999999999998,0.0,15.0,-3.66,0.0,-4.22,-3.97,Quantitative,None,Bad,0.0,0.0,0.0
Dayna Page,Hispanic,female,0.0,USA,22.0,95002,1,2.8,0.12,1.0,0.07000000000000006,0.0,15.0,1.63,0.98,-1.28,-0.73,Engineering,Very Good,Good,0.0,0.0,0.0
Son Laroche,Caucasian,male,0.0,USA,23.0,94509,1,3.19,0.3,-2.0,1.84,1.0,71.0,-2.05,2.71,0.75,0.06,Quantitative,Ok,Good,0.0,1.0,0.0
Marvin Reed,Caucasian,male,1.0,USA,21.0,94549,1,2.81,0.4,-2.0,1.92,1.0,53.0,-2.27,1.14,-0.19,0.15,Engineering,Ok,Bad,0.0,0.0,0.0
Dan Brown,Caucasian,male,0.0,USA,27.0,94114,1,1.96,-0.02,2.0,1.63,0.0,47.0,0.0,2.73,0.38,0.59,Engineering,Ok,Good,0.0,0.0,0.0
Otis Giuffrida,Caucasian,male,0.0,USA,21.0,94578,1,2.49,0.26,-2.0,0.87,0.0,39.0,1.61,2.75,0.57,0.22,Humanities,Ok,Good,0.0,1.0,1.0
Terry Smith,Asian,male,0.0,USA,26.0,94089,1,2.52,0.68,0.0,2.53,0.0,11.0,2.26,3.26,2.94,2.49,Engineering,Ok,Good,1.0,0.0,0.0
Timothy Vanatta,Caucasian,male,0.0,USA,33.0,95035,1,2.38,0.44,5.0,2.63,0.0,18.0,1.53,2.07,0.14,0.27,Engineering,None,Good,1.0,0.0,0.0
Daniel Peek,African-American,male,0.0,USA,23.0,94709,1,2.6,0.32,3.0,2.97,0.0,59.0,1.4,1.6,-1.78,-1.69,Quantitative,Ok,Good,0.0,0.0,0.0
Mark Munson,Caucasian,male,1.0,Australia,24.0,94014,1,2.54,0.38,2.0,1.89,0.5,43.0,-2.72,0.36,-3.23,-3.42,Engineering,Ok,Good,0.0,1.0,1.0
Megan Ochoa,Other,female,1.0,USA,22.0,95035,1,2.89,-0.08,1.0,0.1499999999999999,0.0,18.0,-0.93,0.02,-2.89,-2.17,Engineering,Ok,Bad,0.0,1.0,1.0
Amanda Mallett,Hispanic,female,0.0,Canada,23.0,94040,1,2.67,-0.06,2.5,0.6400000000000001,0.0,4.0,1.64,1.49,-3.06,-2.32,Quantitative,None,Bad,0.0,0.0,0.0
Peter Sims,Caucasian,male,2.0,USA,25.0,94403,1,3.34,0.76,2.5,4.1,0.0,26.0,1.73,3.3,2.85,2.25,Quantitative,Very Good,Good,0.0,0.0,0.0
Juan Crespin,Caucasian,male,0.0,USA,31.0,94556,1,2.5,0.44,6.0,3.07,0.0,65.0,-0.12,2.4,0.61,0.14,Quantitative,None,Good,0.0,0.0,0.0
Jimmy Roberson,Other,male,0.0,USA,25.0,94544,1,2.38,0.26,3.0,1.54,0.0,32.0,3.16,2.4,1.1,0.52,Engineering,None,Good,0.0,1.0,1.0
Nancy Wright,Caucasian,female,1.0,USA,28.0,94087,1,2.42,0.2,3.0,1.4600000000000002,0.0,12.0,-1.22,2.92,1.97,1.74,Sciences,None,Good,0.0,0.0,1.0
Ryan Frierson,African-American,male,1.0,USA,26.0,94538,1,2.55,0.28,0.5,2.16,0.0,21.0,0.78,2.06,0.71,0.54,Humanities,Very Good,Bad,0.0,1.0,1.0
Edwin Gilliam,Caucasian,male,0.0,USA,25.0,94539,1,2.68,-0.08,4.0,1.94,0.0,25.0,1.16,2.83,1.92,1.66,Humanities,Ok,Bad,0.0,0.0,1.0
Anna Reed,African-American,female,0.0,USA,24.0,94538,1,3.41,0.24,2.0,1.15,0.0,21.0,0.81,2.3,-0.55,0.13,Engineering,None,Bad,0.0,1.0,0.0
Celia Purdy,African-American,female,0.0,Canada,24.0,94019,1,3.9,0.32,0.0,1.2000000000000002,2.5,46.0,0.4,2.29,1.6,0.27,Quantitative,None,Good,0.0,0.0,0.0
Courtney Hampton,Caucasian,female,0.0,USA,22.0,94503,1,1.75,0.3,-1.0,1.35,0.0,83.0,0.13,1.79,-1.4,-1.59,Engineering,Ok,Bad,1.0,1.0,1.0
Dorothy Vanalst,Caucasian,female,1.0,USA,27.0,94510,1,2.82,0.18,6.0,2.22,0.0,69.0,1.74,1.1,-0.28,-0.12,Quantitative,None,Good,0.0,1.0,1.0
