Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Tom Richter,African-American,male,0.0,USA,24.0,94105,1,2.35,0.25,1.0,2.18,6.17,0.0,45.0,4.0,0.59,0.51,-2.7,-1.83,4.96,Engineering,Very Good,Bad,0.0,1.0,1.0
Robert Nicewander,African-American,male,0.0,USA,22.0,94611,1,2.38,0.49,-1.0,1.88,5.36,2.0,52.0,4.0,1.02,2.39,1.53,1.8,9.11,Engineering,Ok,Bad,0.0,1.0,1.0
Benedict Mayfield,African-American,male,0.0,USA,28.0,95002,1,3.51,0.33,3.5,3.38,8.870000000000001,1.5,15.0,2.5,-0.5,1.18,-0.12,0.41,7.39,Engineering,Ok,Bad,0.0,1.0,0.0
Kevin Griffin,Caucasian,male,0.0,USA,32.0,94586,1,2.33,0.04,4.5,2.32,5.82,3.0,38.0,5.0,1.74,2.94,1.23,1.4,8.91,Engineering,Ok,Bad,0.0,1.0,1.0
Geraldine Kendall,Caucasian,female,0.0,USA,27.0,94040,1,2.61,0.31,-1.0,2.09,6.35,2.0,4.0,3.0,0.13,0.88,-2.41,-1.74,5.09,Engineering,None,Bad,0.0,0.0,0.0
Michael Robinson,Other,male,1.0,USA,31.0,94510,1,2.41,0.33,4.5,2.08,4.25,0.0,69.0,2.5,-0.11,1.71,0.94,0.56,7.35,Quantitative,Ok,Bad,0.0,1.0,1.0
James Guerrero,African-American,male,1.0,USA,25.0,94566,1,3.39,0.16,3.0,2.68,6.8,0.0,35.0,2.5,-0.41,3.06,2.13,1.2,8.16,Engineering,Ok,Bad,0.0,1.0,0.0
Ricardo Rooney,Caucasian,male,0.0,USA,24.0,94085,1,2.55,0.49,2.0,1.92,4.04,0.0,9.0,1.5,-1.44,3.41,4.58,4.27,12.01,Quantitative,None,Good,0.0,1.0,1.0
Diane Santos,Other,female,1.0,USA,23.0,94301,1,2.59,0.49,-1.0,2.36,6.890000000000001,0.0,17.0,0.5,-2.56,2.26,-0.5,-0.12,7.09,Quantitative,Ok,Good,0.0,0.0,0.0
Julia Woll,Other,female,0.0,USA,21.0,95134,1,2.15,0.47,-1.0,0.96,1.9299999999999997,0.0,16.0,5.0,1.49,2.32,0.47,0.24,7.28,Quantitative,None,Bad,0.0,1.0,1.0
Chester Paiz,Caucasian,male,0.0,USA,27.0,94025,1,2.93,-0.04,4.0,2.45,6.88,2.5,20.0,4.0,0.55,1.87,0.66,0.52,7.48,Engineering,Ok,Good,0.0,0.0,0.0
Bonnie Roudebush,Asian,female,2.0,China,26.0,94109,1,2.83,0.2,1.0,1.97,5.37,0.0,48.0,0.5,-2.27,3.17,1.49,1.29,8.78,Engineering,Ok,Bad,0.0,1.0,1.0
Kia Witham,African-American,female,0.0,USA,28.0,94040,1,3.34,0.33,5.0,3.69,9.41,0.0,3.0,2.0,-1.16,1.81,-1.42,-0.47,6.97,Engineering,Very Good,Good,0.0,0.0,0.0
Joann Parker,Hispanic,female,0.0,USA,27.0,94707,1,4.06,0.41,3.0,3.91,10.44,0.0,61.0,0.0,-3.3,0.84,-1.7,-1.57,4.95,Engineering,None,Good,0.0,0.0,0.0
Loretta Dye,Other,female,0.0,China,21.0,94618,1,2.53,0.35,-1.0,1.62,4.28,0.0,51.0,1.0,-1.67,1.14,-4.14,-3.32,3.59,Engineering,None,Bad,0.0,0.0,0.0
Matthew Reddick,Caucasian,male,0.0,USA,24.0,94109,1,1.86,0.47,2.0,1.93,4.34,0.0,48.0,0.5,-2.38,0.06,-3.52,-4.43,1.22,Engineering,None,Bad,0.0,1.0,1.0
Davida Reynolds,Caucasian,female,1.0,USA,21.0,94019,1,3.16,0.31,0.0,1.77,4.11,0.0,46.0,4.0,0.86,3.65,4.07,3.72,11.42,Humanities,None,Bad,0.0,1.0,1.0
Raymond Oneill,Caucasian,male,1.0,USA,22.0,94587,1,2.7,0.45,-2.0,1.6,4.23,0.0,30.0,5.0,1.79,3.31,2.54,2.58,10.26,Sciences,None,Good,0.0,1.0,1.0
Evan Smith,Caucasian,male,0.0,USA,30.0,94043,1,3.26,0.57,4.5,3.07,6.82,2.5,7.0,4.0,0.85,1.96,-0.43,-0.53,6.27,Humanities,None,Good,0.0,0.0,0.0
Brian Nye,African-American,male,1.0,USA,24.0,94603,1,2.35,0.35,2.0,1.4,2.42,0.0,40.0,0.0,-2.18,1.84,-1.59,-0.49,6.82,Engineering,Ok,Good,0.0,0.0,0.0
Mary Urey,Caucasian,female,0.0,USA,19.0,94603,1,2.67,0.41,-3.0,0.66,1.3399999999999999,0.0,40.0,1.5,-1.45,1.95,-0.88,0.07,7.44,Engineering,None,Good,0.0,1.0,1.0
Winnie Conley,Caucasian,female,0.0,USA,22.0,94588,1,3.78,0.39,-1.0,3.49,10.53,0.0,36.0,6.5,2.62,4.51,4.53,3.75,11.55,Engineering,Ok,Bad,0.0,1.0,0.0
Jessica Umberger,African-American,female,0.0,USA,24.0,94402,1,2.72,0.12,0.5,1.41,3.6500000000000004,0.0,28.0,4.0,0.73,1.59,0.12,-0.46,6.12,Engineering,None,Good,0.0,1.0,1.0
Howard Johnson,Other,male,0.0,USA,30.0,94503,1,2.68,0.31,5.0,2.74,6.4,0.0,82.0,3.0,0.11,2.53,1.02,0.71,7.81,Engineering,Very Good,Good,0.0,0.0,0.0
Edward Wilson,Caucasian,male,1.0,USA,22.0,94105,1,3.39,0.22,0.0,2.88,8.84,0.0,45.0,0.5,-2.09,2.77,0.2,0.53,7.89,Engineering,Ok,Good,0.0,1.0,0.0
Jeffery Aleo,Hispanic,male,0.0,USA,22.0,94038,1,2.7,0.47,0.0,1.7,3.7699999999999996,0.0,57.0,4.0,0.76,1.49,-0.72,-1.09,5.49,Engineering,None,Bad,1.0,1.0,1.0
Francis Butler,Asian,male,0.0,USA,23.0,94544,1,2.49,0.41,-1.0,1.22,2.5300000000000002,0.0,32.0,1.0,-1.93,0.06,-2.36,-1.25,5.46,Engineering,Ok,Good,0.0,0.0,0.0
Dana Aguilar,Caucasian,female,0.0,USA,28.0,94043,1,3.08,0.27,4.5,3.36,8.75,0.0,6.0,2.0,-0.98,1.3,-1.48,-1.4,5.3,Sciences,Very Good,Good,0.0,0.0,0.0
Willard Remus,Caucasian,male,1.0,USA,24.0,95134,1,3.84,0.39,1.5,3.59,9.85,0.0,16.0,6.0,2.97,3.26,1.15,0.77,8.05,Humanities,None,Good,1.0,0.0,0.0
Howard Roudabush,African-American,male,0.0,Canada,26.0,95002,1,3.16,0.12,3.0,2.53,6.57,0.0,15.0,0.0,-2.47,4.1,4.75,4.77,12.72,Humanities,Ok,Bad,0.0,1.0,0.0
Ray Bonita,Other,male,1.0,USA,30.0,94544,1,2.26,0.27,1.0,1.75,4.21,2.0,31.0,3.5,0.36,1.41,-1.14,-2.17,4.1,Quantitative,Ok,Bad,0.0,0.0,1.0
Nancy Young,Asian,female,0.0,USA,22.0,94061,1,2.09,0.55,-1.0,1.51,3.8099999999999996,0.0,22.0,2.0,-0.87,0.81,-2.77,-2.46,4.19,Humanities,Ok,Bad,0.0,0.0,0.0
Carl Peters,Caucasian,male,0.0,USA,28.0,94040,1,2.83,0.25,2.0,2.24,5.5,3.0,2.0,4.5,1.11,2.85,2.54,2.39,9.83,Quantitative,None,Good,0.0,1.0,1.0
Arturo Miller,Caucasian,male,0.0,USA,25.0,94087,1,2.54,0.08,2.0,2.38,6.84,0.0,12.0,1.0,-1.99,2.83,1.84,2.05,9.48,Engineering,None,Bad,0.0,1.0,1.0
Ronald Urban,Caucasian,male,0.0,USA,23.0,94611,1,3.18,0.41,-1.0,2.5,7.08,0.0,52.0,2.0,-0.8,2.68,1.93,2.44,10.08,Quantitative,None,Good,0.0,0.0,0.0
Howard Mcdonald,Caucasian,male,1.0,Canada,24.0,94925,1,2.24,-0.1,2.5,1.35,3.5,0.0,66.0,0.0,-2.7,1.53,0.44,0.89,7.96,Sciences,None,Bad,0.0,0.0,1.0
Conrad Brooks,Hispanic,male,1.0,USA,25.0,94545,1,2.58,0.27,0.0,1.8,5.2,0.0,37.0,0.0,-3.46,1.63,-1.71,-2.09,4.45,Quantitative,Ok,Bad,0.0,1.0,1.0
Robert Collins,African-American,male,1.0,USA,27.0,94040,1,3.07,0.22,3.0,2.32,5.54,0.0,0.0,3.0,0.26,0.89,-3.7,-4.17,2.07,Sciences,None,Good,1.0,1.0,1.0
Matthew Barker,Caucasian,male,1.0,USA,26.0,94010,1,3.24,0.27,0.0,2.75,8.31,2.0,33.0,3.0,0.31,2.26,0.46,2.05,10.11,Engineering,Ok,Good,0.0,0.0,0.0
Nathan Simpson,Caucasian,male,0.0,USA,22.0,94544,1,2.61,0.43,-2.0,1.33,3.7,0.0,32.0,4.0,1.35,1.87,0.68,1.05,8.27,Engineering,Ok,Good,0.0,1.0,1.0
John Little,Caucasian,male,1.0,USA,28.0,94538,1,3.98,0.41,6.0,4.54,11.48,0.0,21.0,2.0,-1.17,2.23,0.65,-0.59,5.82,Sciences,Very Good,Good,0.0,1.0,0.0
Cheryl Dorsey,African-American,female,0.0,USA,25.0,94618,1,2.79,0.33,2.0,2.67,6.99,0.0,51.0,2.0,-0.92,3.33,2.27,0.73,7.46,Sciences,Ok,Good,0.0,0.0,0.0
Molly Stott,Caucasian,female,0.0,USA,29.0,94070,1,1.99,0.39,2.5,2.0,4.64,0.0,27.0,2.5,-0.44,2.27,-0.61,-0.17,7.14,Engineering,None,Bad,0.0,1.0,1.0
Stacy Sulik,Caucasian,female,1.0,USA,26.0,94947,1,1.97,0.18,1.0,1.69,4.99,0.0,85.0,3.0,-0.07,2.94,0.08,-1.51,4.99,Engineering,None,Bad,1.0,1.0,1.0
Irma Brown,Asian,female,1.0,USA,30.0,94040,1,3.42,0.31,3.0,3.49,9.31,2.0,4.0,3.5,0.17,3.33,2.02,1.33,8.48,Engineering,None,Bad,1.0,1.0,0.0
John Lucchese,Hispanic,male,1.0,USA,23.0,94592,1,1.83,0.27,1.5,1.62,4.01,0.0,78.0,0.0,-2.78,1.43,-0.28,-0.55,6.07,Engineering,Ok,Good,0.0,1.0,1.0
Jason Peterson,Hispanic,male,1.0,USA,28.0,94544,1,3.12,0.12,1.0,2.06,5.4,2.5,31.0,3.5,0.37,1.32,-1.59,-1.0,5.89,Sciences,None,Bad,0.0,1.0,1.0
Robert Mueller,Caucasian,male,0.0,USA,25.0,94542,1,2.88,0.29,2.5,3.01,8.35,0.0,41.0,0.0,-3.71,2.76,1.41,1.27,8.51,Quantitative,Ok,Good,0.0,1.0,0.0
Hector Talley,Asian,male,0.0,Canada,26.0,94089,1,2.2,0.33,0.0,1.33,3.29,0.0,11.0,4.0,0.67,1.93,-0.64,0.01,7.45,Engineering,Ok,Bad,0.0,1.0,1.0
Brian Reyes,Asian,male,0.0,USA,22.0,94304,1,2.54,0.31,0.0,1.49,3.8200000000000003,0.0,19.0,7.5,4.36,1.89,-0.6,-1.35,5.28,Sciences,Ok,Good,0.0,1.0,1.0
Sylvia Harris,Asian,female,1.0,USA,21.0,94801,1,2.64,0.35,-1.0,1.74,4.74,0.0,63.0,2.0,-0.35,2.04,-0.68,-0.69,6.29,Quantitative,None,Good,0.0,1.0,1.0
Kimberly Jones,Caucasian,female,1.0,USA,27.0,94544,1,2.53,0.22,3.0,1.57,3.08,0.0,31.0,5.0,1.97,0.87,-2.59,-1.87,4.95,Sciences,None,Good,1.0,1.0,1.0
Walter Malton,Caucasian,male,0.0,USA,27.0,94578,1,2.56,0.22,3.5,2.01,4.44,0.5,39.0,0.0,-2.97,1.4,-0.99,-0.62,6.28,Quantitative,None,Good,0.0,0.0,0.0
Tanner Miller,Other,male,1.0,USA,26.0,94509,1,2.52,0.22,3.0,2.22,5.47,0.0,71.0,1.0,-1.31,1.9,1.0,0.92,7.87,Engineering,Ok,Good,0.0,1.0,1.0
Joseph Brooks,Other,male,0.0,USA,24.0,94588,1,2.79,0.45,4.0,3.14,7.640000000000001,0.0,36.0,3.0,-0.07,1.4,-2.04,-1.64,5.24,Humanities,Very Good,Good,0.0,0.0,0.0
Faye Ikeda,Other,female,0.0,USA,23.0,94572,1,2.66,0.41,0.0,1.87,4.54,0.0,72.0,2.0,-0.7,1.52,-2.51,-2.74,3.7,Quantitative,None,Bad,0.0,0.0,0.0
Christine Penatac,Caucasian,female,0.0,USA,23.0,94061,1,2.29,0.02,-2.0,1.06,3.5300000000000002,0.0,22.0,5.0,1.76,2.45,-0.32,-0.53,6.43,Sciences,Ok,Good,1.0,1.0,1.0
Robert Mcleod,Asian,male,0.0,USA,25.0,94502,1,2.95,0.1,1.5,2.38,6.77,0.0,49.0,3.0,-0.31,4.47,4.19,4.01,12.06,Engineering,None,Good,0.0,0.0,0.0
Don Burke,Caucasian,male,0.0,USA,26.0,94131,1,3.95,0.22,2.0,2.7,6.779999999999999,0.0,44.0,2.0,-0.41,1.6,-1.33,-0.39,6.9,Engineering,None,Bad,0.0,1.0,0.0
Shawn Dotson,Caucasian,male,0.0,USA,22.0,94010,1,3.11,0.02,0.5,1.88,5.54,0.0,33.0,2.0,-0.85,3.24,3.3,3.6,11.49,Engineering,None,Bad,0.0,0.0,1.0
John Roach,Caucasian,male,0.0,USA,21.0,94538,1,2.54,0.49,-2.0,1.29,3.09,0.0,21.0,5.0,1.4,0.0,-3.35,-2.49,4.03,Engineering,Very Good,Bad,0.0,0.0,0.0
Wilfredo Garrett,African-American,male,1.0,USA,26.0,94040,1,3.61,0.55,0.0,2.4,5.9,3.0,3.0,6.0,2.28,1.64,-0.41,-0.45,6.24,Quantitative,None,Bad,1.0,1.0,1.0
Harold Hamm,Asian,male,1.0,USA,25.0,94105,1,2.59,0.49,-1.0,2.26,6.29,1.0,45.0,1.5,-0.96,0.94,-1.45,-1.75,4.61,Engineering,Ok,Good,1.0,1.0,0.0
Ben Sills,Caucasian,male,0.0,USA,27.0,94131,1,2.57,0.24,5.0,3.7,10.39,0.0,44.0,0.0,-2.8,1.34,-0.84,-0.36,6.61,Quantitative,None,Good,0.0,0.0,0.0
Jeanie Perryman,Asian,female,1.0,USA,25.0,94603,1,2.83,0.22,1.0,2.18,5.97,0.0,40.0,0.0,-3.43,0.98,-2.72,-2.5,4.05,Engineering,None,Good,0.0,1.0,0.0
Johanna Strickler,African-American,female,0.0,USA,24.0,94605,1,2.23,0.45,2.0,1.72,3.66,0.0,42.0,1.0,-1.86,0.0,-4.77,-4.2,1.94,Humanities,None,Good,0.0,1.0,1.0
Melissa Brisbin,Asian,female,1.0,USA,26.0,94403,1,3.13,0.55,3.0,3.41,8.47,0.0,26.0,3.5,0.43,2.38,1.89,1.57,8.63,Engineering,None,Bad,0.0,0.0,0.0
Ryan Pendry,Caucasian,male,0.0,USA,31.0,94545,1,3.14,0.24,3.5,2.15,4.6,0.0,37.0,2.0,-0.54,3.14,1.72,1.29,8.55,Engineering,Ok,Good,0.0,1.0,1.0
Jack Cantwell,Caucasian,male,1.0,Canada,23.0,94109,1,2.89,0.33,1.0,2.45,6.5600000000000005,0.0,48.0,6.0,2.19,4.47,5.35,4.02,11.56,Engineering,Ok,Bad,0.0,1.0,0.0
Lon Harvey,Asian,male,0.0,USA,24.0,94038,1,2.74,0.1,0.0,1.54,4.48,0.0,57.0,1.0,-1.2,3.47,1.93,0.98,8.15,Engineering,None,Bad,0.0,0.0,1.0
Patrick Davis,African-American,male,1.0,USA,24.0,94089,1,2.96,0.27,4.0,3.0,7.52,0.0,11.0,3.0,0.14,3.53,2.79,3.04,10.92,Engineering,None,Good,0.0,0.0,0.0
Juan Olson,Caucasian,male,1.0,USA,23.0,94523,1,3.58,0.12,1.0,2.2,5.6,0.0,55.0,1.0,-1.58,0.0,-2.1,-2.11,3.85,Quantitative,Ok,Bad,0.0,1.0,1.0
Myrl Steven,Caucasian,female,0.0,USA,29.0,94403,1,2.79,0.51,3.5,2.58,5.59,0.0,26.0,3.0,-0.29,1.95,-0.88,-0.8,6.15,Humanities,Ok,Good,0.0,0.0,0.0
Doris Woodard,Caucasian,female,0.0,USA,22.0,94087,1,2.86,0.65,0.0,2.6,6.67,0.0,12.0,4.0,0.44,1.18,-0.43,-0.09,6.73,Engineering,None,Good,0.0,1.0,0.0
James Shomo,Asian,male,0.0,USA,25.0,95002,1,2.96,-0.12,3.0,2.3,6.68,0.0,15.0,0.0,-3.91,0.98,-2.64,-2.57,3.8,Engineering,None,Bad,0.0,1.0,0.0
Jordan Vissering,Asian,male,0.0,Canada,28.0,94304,1,3.13,0.33,6.0,3.48,8.3,0.0,19.0,0.0,-4.91,2.07,0.26,0.4,7.54,Quantitative,None,Good,0.0,0.0,0.0
Guadalupe Borders,Caucasian,female,0.0,USA,23.0,94947,1,2.11,0.06,0.0,1.48,4.53,0.0,85.0,0.5,-1.92,1.48,0.11,1.56,9.19,Quantitative,Very Good,Bad,0.0,0.0,1.0
Woodrow Maisano,Hispanic,male,1.0,Australia,24.0,94030,1,3.91,0.49,1.0,4.04,11.21,0.0,34.0,5.0,1.98,1.09,-1.17,-1.0,5.76,Engineering,None,Bad,0.0,0.0,0.0
Calvin Hawn,Asian,male,0.0,China,25.0,94061,1,3.09,0.12,2.0,2.07,5.15,0.0,22.0,3.0,-0.11,2.02,-0.34,0.29,7.66,Engineering,None,Good,0.0,0.0,0.0
Roland Fagundes,Caucasian,male,1.0,USA,27.0,94040,1,3.65,0.18,2.0,2.77,7.35,0.0,1.0,5.5,1.94,2.4,-0.13,-1.13,5.52,Quantitative,Very Good,Bad,0.0,0.0,0.0
Ryan Stein,Caucasian,male,1.0,USA,27.0,94618,1,2.94,0.0,1.5,1.85,5.09,2.0,51.0,2.0,-0.55,3.19,1.88,2.98,11.12,Engineering,Very Good,Bad,0.0,1.0,1.0
Jessica Omohundro,Caucasian,female,1.0,USA,24.0,94586,1,2.41,0.29,1.5,2.43,6.57,0.0,38.0,0.5,-2.21,1.48,-1.69,-1.36,5.46,Engineering,None,Good,0.0,1.0,0.0
Andre Rea,Caucasian,male,0.0,USA,22.0,94040,1,3.38,0.53,1.0,2.94,7.58,0.0,1.0,4.5,1.35,1.22,0.66,0.07,6.6,Quantitative,Ok,Bad,0.0,0.0,0.0
Susan Bryan,Hispanic,female,0.0,USA,24.0,94301,1,3.12,0.33,0.5,2.45,6.74,0.0,17.0,5.0,1.58,2.64,2.1,2.15,9.57,Quantitative,None,Good,1.0,1.0,0.0
Starr Schade,African-American,female,0.0,USA,24.0,94043,1,2.89,0.25,0.0,2.01,5.32,0.0,6.0,8.0,4.44,2.72,0.96,0.95,8.34,Engineering,None,Good,0.0,1.0,1.0
Leon Davis,Asian,male,0.0,USA,23.0,94544,1,3.45,0.45,0.0,2.73,7.220000000000001,1.5,32.0,2.0,-0.67,1.76,-1.03,0.01,7.34,Engineering,Very Good,Good,0.0,0.0,0.0
Dakota Reed,Caucasian,female,0.0,USA,24.0,94510,1,2.1,-0.04,0.0,0.53,1.3900000000000006,0.0,69.0,2.0,-0.86,1.94,-0.72,0.72,8.57,Quantitative,None,Bad,0.0,0.0,1.0
Kathy Banks,African-American,female,0.0,USA,25.0,94010,1,3.09,0.51,1.0,2.92,7.52,0.0,33.0,5.0,1.76,2.68,1.28,1.28,8.68,Humanities,Ok,Good,0.0,0.0,0.0
Wilbur Mocher,Hispanic,male,0.0,USA,23.0,95002,1,2.43,0.39,-1.0,1.4,3.4299999999999997,0.0,14.0,2.0,-0.71,0.89,-1.5,-1.31,5.24,Quantitative,Very Good,Good,0.0,0.0,0.0
Cherry Soto,Hispanic,female,1.0,USA,25.0,94403,1,2.76,0.12,0.0,1.8,5.2,0.0,26.0,3.0,-0.15,3.37,1.46,2.41,10.54,Engineering,Ok,Bad,0.0,1.0,1.0
Ronald Deaton,Caucasian,male,1.0,USA,32.0,95134,1,2.59,0.31,5.5,3.05,7.24,3.0,16.0,4.5,1.24,1.3,-2.06,-1.52,5.44,Engineering,Ok,Bad,0.0,0.0,0.0
Alberto Paquet,Caucasian,male,0.0,USA,18.0,95002,1,2.24,0.37,-4.0,0.66,1.9800000000000004,0.0,15.0,5.5,1.96,1.95,-0.23,-0.51,6.3,Engineering,None,Bad,0.0,0.0,0.0
Allegra Lively,Asian,female,0.0,USA,27.0,94572,1,1.9,0.45,0.0,0.87,1.0500000000000007,0.0,72.0,1.0,-1.31,1.83,-0.49,-1.08,5.41,Quantitative,None,Bad,0.0,1.0,1.0
Raymond Richmond,Caucasian,male,0.0,USA,23.0,94040,1,3.16,0.78,-1.0,3.2,8.629999999999999,1.5,1.0,2.0,-0.63,2.18,0.16,-0.24,6.61,Engineering,Ok,Bad,0.0,0.0,0.0
Jackson Wood,Caucasian,male,1.0,USA,24.0,94022,1,3.23,0.41,1.0,2.89,7.45,0.0,13.0,6.0,2.94,2.65,2.13,1.6,8.63,Quantitative,None,Good,0.0,0.0,0.0
Joan Streiff,Caucasian,female,0.0,USA,26.0,94502,1,2.84,0.37,2.5,2.92,7.51,0.0,49.0,1.0,-1.69,0.0,-3.92,-2.29,4.57,Sciences,None,Good,0.0,0.0,0.0
Anna Saunders,Caucasian,female,1.0,USA,24.0,94542,1,2.45,0.37,1.0,2.09,5.25,1.0,41.0,0.0,-2.51,0.66,-1.54,-0.47,6.55,Quantitative,Ok,Good,0.0,1.0,1.0
Timothy Santistevan,Caucasian,male,1.0,USA,26.0,94304,1,2.62,0.47,3.0,2.88,7.09,0.0,19.0,5.5,2.17,3.46,2.13,1.55,8.91,Quantitative,Very Good,Bad,0.0,1.0,0.0
Maria Bailey,Caucasian,female,0.0,USA,24.0,94556,1,2.27,0.1,1.0,1.66,4.59,0.0,65.0,2.0,-0.62,3.5,0.62,-0.16,7.0,Engineering,Very Good,Bad,0.0,0.0,1.0
Geraldine Linden,Caucasian,female,0.0,USA,22.0,94085,1,2.46,0.35,0.0,1.75,4.31,0.0,9.0,5.5,1.9,0.58,-2.5,-2.69,3.6,Humanities,None,Good,0.0,1.0,1.0
Frank Salvaggio,Asian,male,0.0,USA,27.0,94544,1,3.56,-0.02,3.0,2.48,6.45,0.0,31.0,4.5,1.13,2.73,1.24,0.88,7.98,Sciences,None,Bad,0.0,0.0,0.0
Edmund Caldwell,Hispanic,male,0.0,Australia,25.0,94014,1,3.19,0.35,2.5,3.47,9.62,0.0,43.0,3.0,0.2,2.39,0.6,1.11,8.63,Engineering,None,Good,0.0,1.0,0.0
Kathleen Wilson,African-American,female,1.0,USA,22.0,94085,1,3.53,0.39,0.0,2.22,5.42,0.0,9.0,3.0,-0.08,3.08,3.04,3.52,11.25,Engineering,None,Good,0.0,1.0,1.0
Ehtel Mccarley,Caucasian,female,0.0,USA,27.0,94572,1,2.85,0.45,2.0,2.86,7.33,0.0,72.0,3.0,-0.19,1.64,-0.71,0.21,7.49,Quantitative,None,Bad,1.0,1.0,1.0
Frank Allen,Asian,male,0.0,USA,26.0,94061,1,2.25,0.25,2.0,1.7,3.8600000000000003,0.0,22.0,7.0,3.46,3.86,1.88,1.2,8.68,Engineering,Ok,Good,0.0,0.0,1.0
Charles Sparks,African-American,male,1.0,USA,24.0,94544,1,2.89,0.31,0.0,1.66,3.8099999999999996,1.5,32.0,2.0,-0.47,4.94,6.42,5.62,13.53,Engineering,Very Good,Good,0.0,1.0,1.0
Micheal Hall,Caucasian,male,0.0,USA,22.0,94707,1,2.87,0.59,-1.0,2.98,8.53,2.5,61.0,3.5,0.61,0.5,-2.3,-2.19,4.25,Quantitative,None,Bad,0.0,0.0,0.0
Howard Mathison,Caucasian,male,1.0,USA,27.0,94040,1,2.05,0.14,4.0,1.71,3.8,0.0,2.0,6.0,1.86,2.88,1.18,1.65,9.31,Sciences,Very Good,Bad,0.0,1.0,1.0
Julie Lemaster,African-American,female,1.0,USA,25.0,94114,1,2.65,0.27,3.5,2.57,6.07,0.0,47.0,3.0,-0.26,2.31,-1.01,-0.95,6.11,Engineering,Ok,Bad,0.0,0.0,0.0
Maria Maya,Caucasian,female,1.0,Canada,23.0,94720,1,2.31,0.04,1.0,1.72,4.91,0.0,58.0,3.0,0.14,1.21,-2.33,-1.9,4.96,Engineering,None,Bad,0.0,1.0,1.0
James Phillips,Caucasian,male,0.0,USA,23.0,94403,1,3.6,0.22,2.0,2.22,5.39,0.0,26.0,1.0,-1.77,2.56,2.53,1.8,8.78,Sciences,Ok,Good,0.0,0.0,1.0
Christopher Poe,Caucasian,male,0.0,USA,27.0,94556,1,2.71,0.45,5.5,3.14,7.1899999999999995,0.0,65.0,4.0,0.68,2.41,1.1,1.13,8.29,Engineering,Ok,Bad,0.0,0.0,0.0
Richard Williams,Caucasian,male,0.0,USA,26.0,94569,1,2.54,0.24,2.0,1.96,4.62,2.0,68.0,2.0,-0.77,3.2,2.45,2.33,9.76,Engineering,None,Good,0.0,1.0,1.0
Chris Vaughn,Caucasian,male,1.0,USA,25.0,94586,1,2.96,0.14,1.5,2.04,5.18,2.0,38.0,4.0,0.75,0.88,-3.03,-3.78,2.22,Engineering,None,Bad,0.0,0.0,1.0
Lori Porter,African-American,female,1.0,USA,24.0,95002,1,3.8,0.31,2.0,2.9,7.15,0.0,14.0,5.0,1.6,3.86,4.27,4.17,12.06,Engineering,None,Good,0.0,1.0,0.0
Anthony Whittingham,African-American,male,1.0,USA,27.0,94572,1,3.3,0.27,3.5,2.62,5.97,0.0,72.0,3.0,0.1,2.95,1.5,0.89,7.96,Engineering,None,Good,0.0,0.0,1.0
Pasquale Johnke,Caucasian,male,1.0,USA,24.0,94105,1,3.07,0.61,2.0,2.95,7.13,0.0,45.0,2.5,-0.49,1.91,-0.86,-2.11,4.13,Engineering,Ok,Bad,0.0,1.0,0.0
Elnora Drew,Caucasian,female,1.0,USA,30.0,94304,1,2.88,0.55,5.0,3.34,7.57,2.0,19.0,3.0,-0.32,3.98,2.08,1.13,8.3,Engineering,None,Good,0.0,0.0,0.0
Marta Rickman,Caucasian,female,1.0,USA,31.0,94558,1,2.52,-0.02,6.0,2.05,4.3,0.0,91.0,1.0,-1.08,1.56,0.0,-0.55,5.91,Engineering,Ok,Bad,0.0,0.0,1.0
Johnnie Murray,Caucasian,female,0.0,USA,23.0,95035,1,2.8,0.39,-1.0,1.76,4.7,0.0,18.0,3.0,0.21,2.76,0.63,-0.33,6.41,Engineering,Ok,Good,0.0,0.0,0.0
Cecil Williams,Caucasian,male,0.0,Canada,26.0,94304,1,2.42,0.43,2.0,2.21,5.1,0.0,19.0,4.0,1.03,1.5,-1.54,-1.01,5.96,Engineering,Very Good,Good,0.0,1.0,1.0
John Sapp,Caucasian,male,0.0,USA,24.0,94402,1,2.97,0.04,3.0,2.26,6.029999999999999,0.0,28.0,5.0,1.83,1.52,0.25,-0.6,5.77,Engineering,None,Bad,1.0,1.0,0.0
Edna Rumley,Caucasian,female,0.0,USA,28.0,94114,1,3.55,0.37,2.0,2.6,5.88,0.0,47.0,2.0,-0.81,2.75,-0.1,-1.34,5.23,Sciences,Ok,Bad,0.0,0.0,0.0
Rogelio Parker,Other,male,0.0,USA,26.0,94061,1,2.76,0.45,2.0,2.56,6.1,0.0,22.0,0.0,-3.44,0.61,-1.86,-0.46,6.78,Quantitative,Very Good,Bad,0.0,1.0,0.0
Gloria Gonzalez,Caucasian,female,0.0,Canada,23.0,94539,1,1.82,0.47,0.5,1.69,3.99,0.0,25.0,4.0,0.99,2.62,0.87,1.1,8.47,Humanities,Ok,Good,0.0,0.0,0.0
