Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Sex,Age,Education,Educational Prestige,Criminal Record,Arrest Records,LinkedIn Score,Responsible Social Media Use,HireVue Score,origin_Australia,origin_Canada,origin_China,origin_India,origin_Mexico,origin_United States,degree_Engineering,degree_Humanities,degree_None,degree_Quantitative,degree_Sciences,sport_Club/Intramural,sport_NCAA/Professional,sport_None,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Other,Job Tenure,Military Tenure,Employee Referrals,Arrest Record,Performance
Patricia Brooks,2.747781744,4.100125206,0,3.443499965,2.329868526,0,0.348945131,-0.175216482,1,27,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,4.919717703,2.942664488,0,1,-2
Ricky Holden,2.746022121,10,0,1.571479303,2.284898379,0,5.845071852,0.466359642,0,31,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,5.106182655,2.95367104,0,1,-2
John Cayea,2.745885782,30.82874224,0,2.931591736,2.492928429,0,2.463075314,0.153271723,0,25,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3.040453757,1.96940359,0,0,-2
Hung Light,2.745567969,17.90326503,1,2.140399558,2.573016468,0,0.197325416,-1.256217774,0,31,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,3.952738573,2.2771399,0,1,-2
Lillian Ross,2.745558784,31.89156746,1,1.439319432,4.003151717,0,7.529946355,0.088991739,1,26,1,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,3.308283329,2.168510925,1,1,2
Sandra Faire,2.744701092,10,0,1.577239947,2.18680843,0,0.509017242,-0.341066213,1,28,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,5.662029209,3.485428568,0,0,-2
Ada Allen,2.744522918,22.81392762,0,1.529499748,3.602327586,0,7.557433849,-0.390915352,1,29,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,3.303125715,2.127864895,1,0,1
Maria Hopper,2.74403813,35.67455481,0,1.61867073,2.167625114,0,1.873981411,1.312926978,1,29,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1.857496034,1.606084479,0,0,1
Andrew Arthur,2.74368103,55.61611957,0,3.045764232,2.819594217,0,0.753821093,-0.00170761,0,27,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1.300883955,1.092829145,0,0,-1
Charles Carney,2.743351724,5.540143201,1,2.117412972,2.310368868,0,2.328281747,-0.132998731,0,31,1,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4.66027955,2.884235627,0,1,-2
Alisha Gutierrez,2.743133846,10,0,1.230918703,2.824684431,0,2.352759428,-1.024248341,1,37,1,2,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,6.088330309,3.370420058,0,1,-2
Laura Tanner,2.743070355,33.84941111,0,1.578414833,2.179922469,0,2.199929566,-0.364575304,1,26,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2.85395577,1.743178264,1,0,-2
Vanessa Lyons,2.743042314,22.5596958,0,1.617213263,2.321939763,0,3.74214427,-0.953063475,1,22,2,0,1,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3.290602303,1.989162598,0,0,-2
Doug Hill,2.743035281,14.42895355,0,1.39923918,2.468049347,0,-0.118702273,-1.476567694,0,22,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,4.343317999,2.478388224,0,0,-2
Henry Wiederwax,2.743011621,33.09014477,0,2.392691471,2.544538863,0,3.263921153,0.011793086,0,30,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2.415996937,1.422822944,0,0,-2
Amber Daffron,2.742712836,27.16489541,2,2.22280344,3.519973864,0,7.032455616,1.593733166,1,30,2,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3.337378925,2.233149647,1,0,2
Tammara Lattimer,2.742412923,55.77223861,0,1.715119257,3.662761596,0,4.273171393,-0.368655061,1,22,2,1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1.21299767,0.990380433,1,0,2
Jamie Davidson,2.742391122,54.56380448,0,0.948157225,2.03499778,0,1.566064053,0.185091608,1,25,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.787988173,0.966553784,0,0,-2
Kim Roe,2.742006196,41.25297464,0,1.892893261,2.894402491,0,3.791821768,0.328060803,1,27,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2.162291746,1.542693589,0,0,0
Robert Crawford,2.741976432,19.05818495,0,2.809565476,2.763280751,0,3.935599084,-0.637179623,0,23,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.763464891,2.292467471,0,0,-2
Lisa Moralis,2.741771585,27.75625196,0,2.814003758,2.756873787,0,0.454078004,-0.174550131,1,24,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3.259099072,2.026833312,0,0,0
Evelyn Dutton,2.741613925,47.42536716,0,1.739323087,2.66157084,0,5.189760764,-1.011421503,1,26,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1.660884108,1.558004426,0,0,-2
Kenneth Spaulding,2.741414582,8.959095584,0,3.269682126,2.448141938,0,1.743141191,-0.310690993,0,29,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.679200663,2.714303955,0,0,-2
Marilyn Ormsby,2.741191198,10,1,3.265660952,3.365978759,0,3.878976696,-0.561063565,1,38,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,6.828990461,4.005345023,0,0,0
Luis Roman,2.741103825,55.60638186,0,1.504790348,2.773488894,0,3.115930036,0.13404226,0,30,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0.488355033,0.966642961,0,0,0
Margert Reyes,2.740964939,33.34265657,0,3.496250197,2.922183256,0,0.920337618,0.338649693,1,22,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.522184271,1.697212322,0,0,0
Stephen Brown,2.740928414,4.413776987,0,1.612993229,2.817021028,0,3.779079422,0.451221138,0,26,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,4.760733067,3.138946729,0,0,1
Christopher Chiarito,2.740742367,34.05985407,0,1.166127611,2.017213308,0,3.302893163,0.139616109,0,27,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.723352826,1.661846513,0,0,-2
Kevin Barrett,2.740598716,69.07278946,0,1.551176479,2.671310943,0,3.912196221,-0.245555668,0,23,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.233170546,0,0,-2
Silvana Stechlinski,2.740565398,67.90078599,0,2.703250618,2.956973288,0,5.749229055,0.768556584,1,28,1,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.253479091,0,0,1
Monte Gonzales,2.739970082,9.24008948,1,1.920635866,3.258353138,0,5.387842299,0.338500253,0,22,2,3,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4.960746454,3.018887075,1,0,2
Garrett Andreozzi,2.739020622,21.33322941,1,1.907951999,3.467801056,0,4.21731066,0.839845091,0,26,2,1,0,0,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.338772885,2.235870033,1,0,2
Donald Jolly,2.738465626,25.49989079,0,2.149250592,2.324636223,0,1.213757788,-0.338328452,0,30,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3.321675108,2.099311053,0,0,-2
Chad Trice,2.738306495,42.28511921,0,2.024568302,2.572116934,0,2.546607117,-1.139342785,0,26,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.760869192,1.385070221,0,0,-2
Joshua Guzman,2.738250194,10,0,1.537142659,2.994590353,0,5.002616592,0.185443794,0,29,2,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,5.507650123,3.139219805,0,0,1
Marie Vargas,2.737992074,10,0,1.290022424,1.876670807,0,2.485882548,-0.995824978,1,26,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,5.848774533,3.20973557,0,0,-2
Pauline Newman,2.73774995,47.96469013,0,2.624194469,1.975838908,0,0.691159982,-0.26955702,1,35,1,3,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1.220170322,1.314191439,0,1,-2
Reginald Tall,2.73772427,10,2,3.783002738,2.524109766,0,0.086086811,0.923890877,0,34,2,2,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,6.594873749,3.584252973,0,0,2
June Duffy,2.737109118,32.65564288,1,1.906347301,2.799408731,0,5.453661991,-0.268026783,1,28,1,3,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2.668090209,1.876008303,0,1,-2
Hellen Langley,2.736998221,28.07237808,0,4.67323907,3.748500885,0,0.012846668,0.12123839,1,23,1,1,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,3.163197793,2.132431142,1,0,2
Whitney Velazquez,2.736706121,51.47368467,0,2.790227905,2.539141744,0,2.042512823,-0.278059454,1,27,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.277535403,1.183353656,0,0,-2
Leslie Trimble,2.736677282,21.27741183,0,2.820670195,3.703137926,0,7.274649347,0.824052012,0,36,1,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3.743066996,2.48664845,1,0,2
Angela Parham,2.736463919,2.969600473,0,1.756076011,3.106819283,0,2.431858314,-0.855545839,1,27,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5.95979984,3.465117822,0,0,-1
Linda Bass,2.736401573,41.18924265,2,1.870184218,2.656488115,0,3.915020466,0.102372111,1,25,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2.065489933,1.48133284,0,0,-1
Jack Zimmer,2.736287975,18.56787566,2,2.369669483,2.60141113,0,3.43053748,-0.585461444,0,23,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,4.560385419,2.796092702,1,1,-2
Geoffrey Morales,2.736264044,52.85157691,0,1.548990111,2.187594861,0,4.06691611,0.021340219,0,29,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.332017615,0.73165541,0,1,-2
Rodolfo Wesley,2.735942398,54.80599909,0,1.931067292,2.487920106,0,-1.728180288,-0.976092774,0,31,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1.919416843,1.499869644,1,0,-2
Sandra Thomas,2.735830925,37.03665084,0,1.174699044,2.44943853,0,2.269829508,-0.922324372,1,30,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2.455596939,1.563868731,0,0,-2
Roy Rickman,2.73551734,10,0,2.789838694,2.771916688,0,4.024489072,0.394153401,0,22,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,5.347656779,3.315505342,0,0,1
Roger Silverman,2.73541956,10,0,1.663622213,3.20593622,0,6.969361974,0.528895729,0,31,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,5.918576097,3.420689379,0,0,1
Sheila Taylor,2.735317446,10,1,1.089707623,2.150265764,0,4.136892073,-0.033590628,1,31,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,6.595574474,3.288036901,0,1,-2
Charlotte Posthuma,2.735187615,10.51688572,0,0.417690315,1.723021334,0,0.740384677,-0.725067991,1,25,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.663440275,2.923988965,0,0,-2
Phillip Brown,2.734938993,48.80336853,0,1.011250751,2.40358014,0,2.601925452,0.056485809,0,23,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1.303463383,1.116366931,0,0,-2
Barbara Smith,2.734797492,32.03021655,0,2.536044461,3.347584813,0,4.155117874,-0.831306184,1,30,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2.645543221,1.886821291,0,0,-1
Daniel Prather,2.73451056,23.75503521,0,1.822931291,2.836150313,0,6.715338907,0.811032092,0,29,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2.958369701,1.621992118,0,0,1
Roger Johnson,2.734372878,47.50385934,0,2.5917093,2.674812144,0,2.466184114,0.101890197,0,21,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1.575610898,1.46327424,0,1,-2
Kathleen Irons,2.733998269,15.85626902,0,1.77935134,3.440643504,0,6.189196204,-0.220468346,1,28,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4.065256454,2.5057247,0,1,0
Paul Simpson,2.733792105,10,0,1.969570628,1.852753064,0,1.207786788,-1.002314754,0,22,1,1,0,0,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,8.726493204,4.686589227,1,0,-2
James Farkas,2.733532311,47.26188519,1,1.110958892,2.232306645,0,0.971298436,-0.490931645,0,31,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1.790221214,1.447460883,0,1,-2
Willis Gore,2.733353603,14.76488219,1,2.975017487,2.661867122,0,2.975795512,-0.290349583,0,25,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4.497249143,2.502685976,0,1,-2
Thomas Heath,2.733316798,27.26468343,2,2.05022271,3.767034658,0,10.91458346,1.355892871,0,26,1,1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.16860328,2.337741534,0,0,2
Brandi Smallwood,2.733263426,60.50120711,2,2.424215296,2.408101455,0,1.568925963,-0.107169247,1,25,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.853745497,0.90181304,0,1,-2
Jeannette Peet,2.733232232,23.37621364,1,2.651321009,2.705202803,0,4.841877116,-0.15893223,1,24,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.750994369,2.623028221,0,1,-2
Michael Cutwright,2.733195585,41.73040954,0,0.714034262,2.526886901,0,3.161879928,-0.188445125,0,22,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2.175117389,1.599047387,0,0,-2
Florence Durazo,2.733079205,34.62397083,0,3.291228505,2.789892208,0,3.33159726,-0.442055546,1,22,1,2,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.565542699,1.740214977,0,0,-2
Ross Houser,2.732994507,26.77857542,2,1.743903456,3.112850062,0,5.308151792,0.839621662,0,31,2,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2.967202514,1.980504858,0,1,2
Graig Reed,2.73271587,37.76768699,2,0.425661869,3.18984239,0,8.066068084,-0.102403103,0,25,2,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2.327652992,1.669014785,0,0,2
Walter Scholl,2.732567325,45.14171503,1,1.049746321,2.117954953,0,2.6826328,-0.908700648,0,29,1,3,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1.995014952,1.65156216,0,1,-2
Matthew Phillips,2.732529228,49.55775385,0,1.018512318,2.261655362,1,3.387515343,-0.654846079,0,25,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.654770122,1.607786377,0,0,-2
Pamela Petersen,2.732231438,20.40613423,0,2.899898697,1.94612717,0,0.48874515,-0.415794725,1,28,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,4.438321042,2.815172778,0,0,-2
Laura Gephart,2.732156294,58.76907554,1,1.757770468,3.162559188,0,5.110616131,0.216088413,1,22,2,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1.16700855,0.955236931,0,0,2
John Shuman,2.731886006,79.99261527,0,1.495394656,2.497467029,0,4.903615432,-0.825617421,0,33,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.335204367,1,0,-2
Frank Peterson,2.73176774,50.28550955,0,1.910776142,2.069340746,0,1.793076653,0.221609593,0,24,2,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.959252032,1.078284351,0,0,-2
Frankie Caldwell,2.731699068,33.76615137,0,2.327396642,2.679645319,0,2.714393878,0.089741265,1,36,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2.722122298,1.818489649,0,1,-2
Caryn Robertson,2.73155085,33.22988337,0,2.994715451,3.567683134,0,5.108727068,-0.304064612,1,24,1,2,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,3.082956394,1.951411321,1,0,2
James Lee,2.731530996,18.6384765,0,2.197469759,3.013829169,0,1.794427238,-0.067134437,0,23,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,3.77796686,2.256556423,1,0,0
Tatum Pritchard,2.731119003,24.66254659,0,2.81850356,3.009865832,0,3.067443971,0.739932511,1,25,1,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,3.978865771,2.430045789,0,1,2
Gerry Ortiz,2.731107375,10,0,0.708929383,2.816751878,0,4.34180756,0.251084135,1,27,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,5.927974199,3.281104688,0,0,0
Donovan Wallace,2.731063355,38.49197136,1,1.49431865,2.533717222,0,1.340640606,-0.721950761,0,28,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.254964558,1.685322999,0,1,-2
Christine Graham,2.730813104,11.47788424,0,3.063822386,3.282089139,0,2.284574846,0.169967819,1,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,4.507683748,2.791896158,0,0,-1
Rosario Mcdonald,2.730684616,25.68336606,0,1.732832375,3.503058799,0,4.234980431,-0.698337786,1,28,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.425321723,2.300912902,0,0,1
Jose Struble,2.730334842,28.41255118,1,2.806088601,3.263357514,0,4.145833322,-0.17046779,0,21,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,3.435182951,2.072776856,0,0,0
Nancy Branson,2.730229786,52.08706411,1,1.9120977,2.506018282,0,3.344991897,-0.046497893,1,27,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1.317823631,1.352265847,0,0,-2
Carol Jimeson,2.730088125,37.90787262,0,2.204217287,2.966770744,0,1.060098943,-0.619633787,1,28,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1.989913003,1.219137412,0,0,-1
Kevin Vance,2.73006641,40.85494106,0,4.219193048,3.970310944,0,6.109215377,0.562856931,0,35,1,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1.827916248,1.517122931,0,0,2
Robert Blackard,2.729989504,33.48242495,2,2.309510847,3.441509872,0,6.783731897,0.915249137,0,28,1,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.827622931,1.875131504,0,0,2
Rosemarie Virgil,2.729836865,16.51842174,2,1.893315884,4.153521543,0,7.412023356,0.712512365,1,28,1,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4.098733141,2.441026006,1,0,2
Eleonore Dodson,2.72958481,41.52467947,0,2.050366791,2.066087874,0,3.386121134,0.337786982,1,21,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1.906992741,1.726114141,0,0,-2
Antonio Cherry,2.729574339,4.010197829,0,1.792556197,2.793678751,0,5.402216018,-0.110559545,0,26,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5.408490416,2.966871065,0,0,0
Elida Blackburn,2.729235026,57.6917623,0,0.779746911,2.612343355,0,5.14929152,0.722922196,1,29,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1.059509524,1.334346932,0,0,0
Jacob Harrington,2.729224559,48.04939117,0,1.210779045,2.126050774,0,3.087527799,-0.350978207,0,28,1,2,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.110946416,1.494459627,0,1,-2
Kari Mcmahan,2.72885982,10,2,1.56442964,4.028125163,0,9.171977276,0.944346885,1,27,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,7.064416535,3.906999403,1,1,2
Ambrose Waddell,2.728655196,14.04359619,0,1.353400639,2.497458248,0,1.727143047,-0.744340553,0,24,2,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4.177586494,2.511454949,0,0,-2
Deborah Davis,2.728623314,10,0,2.542082109,3.364627125,0,3.293542799,-0.533699741,1,32,1,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,6.06069468,3.664539931,0,0,0
Wanda Williams,2.728413359,37.60832093,0,1.758006933,2.956848118,0,2.896515283,-0.109771619,1,25,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.440496658,1.763412946,0,0,1
Betty Bellamy,2.728150971,10,1,1.636708615,1.201226384,0,-0.833986165,-1.91309367,1,29,1,2,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,5.866864417,3.579077138,0,1,-2
Christopher Foley,2.728119801,31.27058896,0,1.170123635,3.45327602,0,5.206500167,0.430499449,0,25,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,3.088604349,2.074682932,1,0,2
Douglas Guess,2.727892987,28.81455043,0,3.333152088,2.624886854,0,-0.557420048,-0.405462137,0,21,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3.050169376,1.932992626,0,0,-2
Darrin Weaver,2.727810153,53.07455653,1,0.99953,2.576334702,0,2.128461007,-0.756257268,0,33,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.86625091,1.057647374,0,1,-2
Robert Steinberg,2.727800609,39.66424457,2,2.647223056,3.086244317,0,3.003091585,0.152652908,0,24,1,2,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2.300404417,1.83540682,0,0,0
John Perez,2.727268731,67.89596293,2,1.403383259,2.917399968,0,5.855814372,1.385763353,0,25,1,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.190499812,1,0,2
Mathew Ayers,2.727049609,7.240366404,0,2.306856549,2.814373922,0,4.111884493,-0.168514375,0,21,1,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4.80091655,3.156447632,1,0,0
Harold Kluender,2.726883486,65.16235039,0,1.976348738,3.150676003,0,5.483632037,-0.426733077,0,28,1,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.179929195,0.582218905,0,0,0
Wilton Gooden,2.726861879,33.42038128,1,1.078386309,1.586220759,0,-0.329352684,-1.357361195,0,28,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.481106012,1.642875389,0,1,-2
Jose Terrell,2.726591259,38.61762535,0,2.318808767,1.694353976,0,-3.343120507,-0.432055252,0,24,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2.026754238,1.413002586,0,0,-2
William Fisher,2.72648547,10,1,1.918733512,2.598398301,0,3.043414446,0.519528689,0,32,1,2,0,1,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,7.183292443,4.120004867,1,1,2
Clinton Weber,2.726151886,58.66822089,2,2.204434681,3.353916191,0,8.288505111,1.35013976,0,29,2,1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.652457663,1.052143783,1,0,2
Walter Zavala,2.725938066,10,0,2.218575081,3.336089739,0,4.029638054,0.054706431,0,32,2,2,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,6.982095615,3.645401466,0,0,2
James Joseph,2.725935146,31.23071849,1,1.894966213,1.734568878,0,1.087067606,-1.458290097,0,30,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,2.788554838,1.904964137,0,1,-2
Allen Roberts,2.725675733,10,0,1.787626859,2.303521401,0,5.365021749,0.443790361,0,31,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,7.273097855,3.921849645,0,0,-1
Dorothy Dennis,2.725541616,37.51242582,1,2.366241522,3.010822215,0,4.070641917,0.089727186,1,31,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.611040007,1.741965348,1,0,-1
