,Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Race,Sex,Age,Birth Origin,Education,Undergraduate Degree,Educational Prestige,Sports,Criminal Record,Arrest Records,LinkedIn Score,Responsible Social Media Use,HireVue Score,scores
102,Susann Presley,3.0405236939999996,0.58,0.1,0.025,0.0,0,2,0.45820004799999997,4,1,25,United States,1,Humanities,0.3333333333333333,Club/Intramural,0,0,0.5,1,0.0,0.5832000479999999
42,Frank Karow,3.5782543380000003,0.2,0.2,0.07500000000000001,0.1,0,5,0.205887266,3,0,35,United States,1,Sciences,0.3333333333333333,None,0,0,0.5,1,0.0,0.580887266
190,Deon Alverez,3.5068463139999997,1.0,0.2,0.07500000000000001,0.0,0,0,0.300185291,4,0,23,United States,1,Sciences,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.0,0.575185291
172,David Reed,2.992162335,0.94,0.1,0.025,0.0,1,2,0.440929987,0,0,24,United States,1,Engineering,0.6666666666666666,None,0,0,0.5,1,0.0,0.5659299870000001
407,Joseph Luthy,3.753269825,1.66,0.0,0.0,0.0,0,3,0.561705978,0,0,28,China,1,Sciences,0.6666666666666666,None,1,1,0.0,1,0.0,0.561705978
112,John Mock,3.109543332,0.64,0.1,0.025,0.0,1,3,0.41992532,0,0,27,China,1,Quantitative,0.6666666666666666,None,0,0,0.5,1,0.0,0.5449253199999999
8,Moses Aguilera,2.671482665,-0.34,0.0,0.025,0.0,0,2,0.516282491,1,0,28,United States,2,Engineering,0.3333333333333333,Club/Intramural,0,0,0.0,1,0.0,0.541282491
109,Jackie Reed,3.765002155,0.62,0.0,0.07500000000000001,0.0,0,5,-0.036028152,0,1,27,United States,2,Engineering,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.5,0.538971848
66,Christopher Frilling,2.9662805339999996,0.36,0.1,0.05,0.0,1,2,0.38309456799999997,1,0,23,United States,1,Quantitative,0.3333333333333333,None,0,0,0.5,1,0.0,0.533094568
17,Robert Richardson,3.5458194169999997,-0.08,0.1,0.1,0.0,0,2,0.33217928399999996,0,0,23,United States,0,None,0.0,None,0,0,0.5,1,0.0,0.5321792839999999
205,Michael Mcgill,2.743379242,1.04,0.2,0.07500000000000001,0.0,0,3,0.257068378,0,0,22,United States,1,Engineering,0.6666666666666666,None,0,0,0.5,1,0.0,0.532068378
92,Gilberto Wingard,2.608031647,0.54,0.2,0.025,0.0,0,6,0.306265613,3,0,25,United States,1,Engineering,0.6666666666666666,None,0,0,0.5,1,0.0,0.531265613
312,Debra Fagan,2.908856572,1.38,0.1,0.0,0.0,0,1,0.43050012,0,1,29,China,1,Humanities,0.3333333333333333,NCAA/Professional,0,0,0.5,1,0.0,0.53050012
497,Kimberly Joseph,2.628990902,1.9,0.0,0.025,0.0,0,3,0.502283013,0,1,27,United States,1,Engineering,0.6666666666666666,NCAA/Professional,0,0,0.5,1,0.0,0.527283013
111,Beatrice Lee,3.0,0.64,0.0,0.025,0.0,0,2,0.5,3,1,24,United States,1,Engineering,0.3333333333333333,None,0,1,0.5,0,0.0,0.525
162,Elsie Ibanez,2.49346068,0.9,0.0,0.025,0.0,0,6,0.488682461,0,1,22,United States,1,Humanities,1.0,None,0,0,0.0,1,0.0,0.513682461
397,Francis Walker,3.279927036,1.62,0.1,0.05,0.1,0,2,0.262860277,0,0,31,United States,1,Sciences,0.6666666666666666,Club/Intramural,1,1,0.5,1,0.0,0.5128602769999999
289,Sharon Orr,3.8400572960000003,1.3,0.1,0.07500000000000001,0.0,0,1,0.332056865,0,1,31,United States,1,Quantitative,0.6666666666666666,Club/Intramural,0,1,1.0,1,0.0,0.507056865
278,Gladys Danna,2.657436582,1.28,0.0,0.07500000000000001,0.0,0,3,0.426655819,2,1,28,United States,1,Quantitative,0.3333333333333333,None,0,0,1.0,1,0.0,0.501655819
319,Arnold Cameron,2.9893776219999997,1.4,0.1,0.1,0.0,0,5,0.29718642,0,0,23,United States,1,Quantitative,0.6666666666666666,None,0,0,0.0,1,0.0,0.49718642
279,Donald Hegarty,3.415203074,1.28,0.0,0.025,0.0,0,5,0.47119092799999995,0,0,24,United States,1,Humanities,0.3333333333333333,Club/Intramural,0,0,0.0,1,0.0,0.496190928
75,Michael Matthews,3.1019502919999997,0.44,0.0,0.025,0.0,0,4,0.46823516299999995,0,0,21,United States,1,Sciences,0.3333333333333333,NCAA/Professional,0,0,1.0,1,0.0,0.493235163
428,William Packard,2.286773965,1.72,0.1,0.0,0.0,0,4,0.389065502,3,0,23,United States,2,Engineering,0.3333333333333333,None,0,0,0.5,1,0.0,0.489065502
174,James Dawson,2.664261114,0.94,0.1,0.07500000000000001,0.0,0,6,0.313544104,0,0,32,United States,1,Quantitative,0.6666666666666666,None,1,1,0.5,1,0.0,0.48854410400000003
369,Regina Longe,3.598473173,1.56,0.2,0.025,0.0,0,4,0.263307415,0,1,22,United States,1,Quantitative,1.0,Club/Intramural,0,0,0.0,1,0.0,0.48830741499999997
269,Judy Constance,3.5272733030000003,1.26,0.0,0.0,0.0,0,1,0.487195018,2,1,24,United States,1,Quantitative,0.3333333333333333,None,0,0,0.5,1,0.0,0.487195018
13,Casandra Bush,3.001248701,-0.2,0.0,0.05,0.1,0,4,0.333567312,0,1,25,United States,1,Sciences,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.0,0.483567312
138,Mandy Jones,2.622254919,0.8,0.0,0.025,0.0,0,0,0.45855075,0,1,28,United States,1,Humanities,0.3333333333333333,None,1,0,0.5,1,0.0,0.48355075000000003
85,Tim Burke,2.58814493,0.5,0.1,0.025,0.0,0,3,0.34266058899999996,2,0,23,United States,2,Humanities,0.6666666666666666,None,0,0,0.0,1,0.0,0.46766058899999996
26,Vicki Catrone,3.8883245619999998,0.0,0.2,0.1,0.0,0,4,0.164854272,2,1,27,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.0,0.46485427200000007
126,Paul Small,3.2867996660000003,0.74,0.0,0.0,0.1,0,5,0.36188876200000003,1,0,27,United States,2,Quantitative,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.0,0.46188876200000006
47,Jerry Floyd,2.626759146,0.22,0.1,0.0,0.0,0,2,0.352117956,0,0,31,United States,1,Engineering,1.0,None,0,0,0.0,1,0.0,0.45211795600000004
193,Danny Snyder,3.511176107,1.02,0.0,0.05,0.0,0,1,0.401635474,0,0,26,United States,0,None,0.0,None,0,0,0.5,1,0.0,0.451635474
296,Henry Banh,2.84907562,1.32,0.1,0.05,0.0,0,1,0.300483909,0,0,26,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.0,0.450483909
83,Mark Benitez,2.9533277239999998,0.48,0.0,0.0,0.0,1,2,0.440408753,1,0,26,United States,1,Sciences,0.3333333333333333,None,0,0,0.5,1,0.0,0.440408753
84,Heather Kelly,3.142823499,0.48,0.0,0.0,0.0,1,3,-0.070517665,0,1,24,United States,1,Quantitative,0.6666666666666666,None,0,0,0.5,1,0.5,0.429482335
385,Joseph Hyneman,3.553401868,1.6,0.0,0.0,0.0,0,3,0.42810978299999997,0,0,24,United States,1,Humanities,0.3333333333333333,None,0,0,0.0,1,0.0,0.42810978299999997
52,Karen Owen,3.62837692,0.28,0.0,0.025,0.0,0,2,0.40281793299999996,0,1,28,United States,1,Sciences,0.6666666666666666,Club/Intramural,0,0,0.0,1,0.0,0.427817933
1,David Boyd,3.537560294,-1.08,0.1,0.07500000000000001,0.0,0,3,0.24742795399999998,1,0,26,United States,1,Engineering,0.3333333333333333,None,0,1,1.0,1,0.0,0.422427954
471,Patricia Palomares,3.45049625,1.9,0.0,0.07500000000000001,0.0,0,3,0.34576056299999997,0,1,23,China,1,Engineering,0.6666666666666666,None,0,0,0.5,1,0.0,0.420760563
105,Gilbert Smith,2.502374766,0.58,0.0,0.1,0.0,0,4,0.31746401399999996,0,0,25,United States,1,Engineering,0.6666666666666666,None,0,0,0.0,1,0.0,0.417464014
299,Sharon Allison,3.572791995,1.32,0.0,0.0,0.0,0,4,0.416559487,0,1,28,United States,2,Quantitative,0.3333333333333333,None,0,0,0.0,1,0.0,0.416559487
354,Evangelina Zukof,2.6859126030000002,1.52,0.1,0.05,0.0,0,4,0.265024123,3,1,24,Mexico,1,Sciences,0.3333333333333333,NCAA/Professional,0,0,0.0,1,0.0,0.415024123
46,Marilyn Mccloy,2.763279939,0.22,0.0,0.05,0.0,0,3,0.362648204,1,1,23,United States,1,Sciences,1.0,None,1,1,1.0,1,0.0,0.41264820399999996
55,Douglas Engle,2.534914707,0.3,0.0,0.07500000000000001,0.0,0,4,0.33061231,1,0,27,United States,1,Humanities,0.3333333333333333,Club/Intramural,1,1,0.5,1,0.0,0.40561231000000003
62,Paul Rosenfeld,2.606089068,0.34,0.2,0.1,0.0,0,2,0.098931207,0,0,26,China,1,Engineering,0.3333333333333333,None,0,0,0.0,1,0.0,0.39893120700000007
207,Dwayne Silbert,2.7744609430000002,1.06,0.0,0.1,0.0,0,5,0.294094308,0,0,28,United States,1,Engineering,0.3333333333333333,None,0,0,1.0,1,0.0,0.394094308
14,Mildred Adams,3.188764368,-0.16,0.1,0.05,0.0,0,1,0.241940817,2,1,24,China,1,Engineering,0.3333333333333333,None,0,0,0.5,1,0.0,0.39194081700000005
7,Shirley Black,3.193994617,-0.4,0.0,0.0,0.1,0,2,0.291854245,0,1,22,United States,1,Humanities,1.0,None,0,0,0.0,1,0.0,0.391854245
388,Karen John,3.4999105110000004,1.6,0.0,0.1,0.0,0,1,0.282922428,0,1,27,United States,1,Humanities,0.6666666666666666,None,0,0,1.0,1,0.0,0.382922428
104,Sheila Bryant,3.089170901,0.58,0.0,0.07500000000000001,0.0,0,3,0.305708741,0,1,29,United States,0,None,0.0,None,0,0,0.5,1,0.0,0.380708741
160,Clyde Zediker,2.8935203069999997,0.9,0.0,0.05,0.0,0,5,0.318627645,0,0,26,United States,1,Engineering,0.3333333333333333,None,0,0,0.0,1,0.0,0.368627645
493,Cheryl Vallejo,2.794186991,1.9,0.0,0.025,0.1,0,5,0.235930812,0,1,24,United States,2,Sciences,0.6666666666666666,None,0,1,0.0,1,0.0,0.360930812
301,John Nixon,3.7924224630000003,1.34,0.0,0.025,0.0,0,5,0.32312497,0,0,33,Canada,2,Engineering,1.0,None,0,0,0.5,1,0.0,0.34812497000000003
11,Virginia Cox,2.930320951,-0.26,0.0,0.05,0.0,0,5,0.296300371,0,1,26,United States,0,None,0.0,None,0,0,0.0,1,0.0,0.346300371
6,Kelly Gaddis,3.1869348989999997,-0.4,0.0,0.05,0.0,0,3,0.29205537800000003,0,1,23,United States,1,Quantitative,0.3333333333333333,Club/Intramural,0,0,0.0,1,0.0,0.342055378
3,Kelly Duval,2.858011565,-0.6,0.0,0.1,0.0,0,3,0.233411938,1,1,26,United States,1,Quantitative,0.3333333333333333,None,0,1,0.5,1,0.0,0.333411938
270,Jamie Boggs,3.081648351,1.26,0.1,0.025,0.0,0,4,0.195959296,0,1,22,United States,1,Humanities,0.3333333333333333,None,0,0,0.5,1,0.0,0.320959296
60,Luis Mcgraw,3.867010735,0.32,0.1,0.0,0.0,0,5,0.209016282,0,0,23,United States,2,Engineering,0.6666666666666666,None,0,0,0.5,1,0.0,0.309016282
437,Aron George,2.718430665,1.74,0.0,0.025,0.0,0,2,0.25119022399999996,3,0,29,United States,2,Quantitative,0.3333333333333333,None,0,0,0.0,1,0.0,0.276190224
51,Theresa Heilig,3.2203335560000004,0.28,0.0,0.1,0.0,0,2,0.167627605,3,1,25,China,2,Engineering,0.6666666666666666,None,0,0,0.0,1,0.0,0.26762760500000005
0,Jerry Eike,2.186182924,-1.36,0.0,0.1,0.0,0,3,0.163575535,1,0,24,United States,2,Engineering,0.3333333333333333,None,0,1,0.0,1,0.0,0.26357553499999997
282,Mildred Wilson,3.3064706960000003,1.28,0.0,0.07500000000000001,0.0,0,1,0.142290728,0,1,33,United States,1,Sciences,1.0,NCAA/Professional,0,0,0.5,1,0.0,0.21729072800000002
25,Bo Le,2.842,0.0,0.0,0.0,0.0,0,1,0.21123000000000003,4,0,50,United States,0,None,0.3333333333333333,None,1,1,0.5,0,0.0,0.21123000000000003
186,Joseph Caldwell,3.499112163,0.96,0.1,0.05,0.0,0,3,0.059964141,1,0,24,United States,2,Quantitative,1.0,Club/Intramural,0,0,0.0,1,0.0,0.20996414100000002
156,Neil Villa,2.676385234,0.88,0.0,0.025,0.1,0,5,0.067954917,0,0,25,United States,2,Sciences,0.3333333333333333,Club/Intramural,0,0,1.0,1,0.0,0.192954917
161,Kristin Bowker,3.502132838,0.9,0.0,0.0,0.0,0,3,0.143201851,0,1,23,United States,1,Sciences,0.3333333333333333,Club/Intramural,0,0,0.5,1,0.0,0.143201851
110,Barbara Estrada,3.102132505,0.62,0.1,0.05,0.0,0,5,-0.016508903999999998,0,1,24,United States,1,Quantitative,0.3333333333333333,None,0,0,0.5,1,0.0,0.13349109600000003
288,Diana Hook,3.397484449,1.3,0.0,0.025,0.0,0,5,0.090528039,0,1,31,United States,2,Engineering,0.6666666666666666,NCAA/Professional,0,0,1.0,1,0.0,0.115528039
