,Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Race,Sex,Age,Birth Origin,Education,Undergraduate Degree,Educational Prestige,Sports,Criminal Record,Arrest Record,LinkedIn Score,Responsible Social Media Use,HireVue Score
7163,Elmer Johns,2.851473664,83.57050646,0,0,0,0,3,0.480534311,2,0,25,United States,1,Humanities,1,None,0,0,0,1,0
7164,Catherine Clem,3.201889105,9.47808563,0,2,0,0,0,0.983353302,4,1,27,United States,1,Humanities,2,None,0,0,2,1,2
7165,David Patrick,3.142566246,20.24876095,2,1,0,0,5,0.604506915,0,0,31,United States,1,Humanities,2,None,0,0,1,1,2
7166,Bobbie Mcnair,3.602765233,77.56739314,2,4,0,0,5,0.275451067,0,1,22,United States,1,Sciences,3,None,0,0,2,1,2
7167,Kevin Heyde,2.388703384,11.33045042,0,2,0,0,2,0.697429362,0,0,22,Mexico,1,Humanities,2,NCAA/Professional,0,0,1,1,0
7168,Kaye Spaulding,3.324908259,81.53122509,2,4,0,0,4,0.29133334,4,1,22,United States,1,Sciences,3,Club/Intramural,1,1,2,1,0
7169,Eric Sawyer,4.084809143,72.9808493,1,0,0,0,1,0.754426256,0,0,26,United States,1,Quantitative,2,None,0,0,1,1,2
7170,Thomas Sparkman,3.424574339,62.34582369,0,0,0,0,4,0.546485456,2,0,24,United States,1,Engineering,2,Club/Intramural,0,0,0,1,2
7171,George Haughney,2.499256294,104.2950724,2,4,0,0,5,0.291350595,2,0,33,United States,1,Quantitative,2,Club/Intramural,0,0,1,1,0
7172,David Doyle,2.780800716,18.23496474,0,0,0,0,2,1.142810202,0,0,32,United States,2,Humanities,3,NCAA/Professional,0,0,2,1,2
7173,John Amaya,3.076012745,52.02752819,0,4,0,0,5,0.942100281,1,0,27,United States,2,Humanities,3,Club/Intramural,0,0,0,1,2
7174,Shelia Melton,2.870953006,30.45795721,0,4,0,0,4,0.602705995,3,1,22,United States,1,Engineering,3,None,0,0,1,1,1
7175,Justin Johnson,2.299434721,36.06744324,2,2,0,0,0,0.416429328,0,0,31,United States,2,Quantitative,1,None,0,0,1,1,0
7176,Maurice Brown,2.6106863,1.615116011,2,4,0,0,3,0.635172898,3,0,29,United States,2,Quantitative,1,None,0,0,1,1,2
7177,Curtis Muszynski,2.442378475,33.26341493,2,4,0,0,5,0.833633941,0,0,25,United States,2,Quantitative,1,None,0,0,2,1,0
7178,Daphne Hines,3.040016126,44.6419188,1,1,0,0,0,0.922891859,0,1,25,United States,1,Quantitative,1,Club/Intramural,0,0,1,1,2
7179,Taylor Poston,3.777328865,60.19154012,1,0,0,0,2,0.743950786,0,0,25,China,1,Humanities,1,None,0,0,2,1,2
7180,Elizabeth Downs,2.0537098,58.60067558,2,4,0,0,2,0.808052789,0,1,22,United States,1,Engineering,2,None,0,0,0,1,2
7181,Terry Rauth,3.474388573,17.86408511,1,2,0,0,4,0.145488647,0,0,27,United States,2,Sciences,2,None,0,0,0,1,2
7182,Adam Johnson,2.411649345,46.73851764,2,3,0,0,2,0.887385771,0,0,36,China,1,Humanities,2,Club/Intramural,0,0,0,1,2
7183,Antoine Washing,4.316739011,83.36229414,2,2,0,0,2,0.620981292,1,0,24,United States,1,Sciences,2,None,0,0,1,1,0
7184,Kari Morton,3.697871853,57.57690941,0,1,0,0,3,0.619203511,0,1,26,United States,1,Quantitative,2,Club/Intramural,0,0,1,1,0
7185,Yvonne Wormley,2.759616632,112.619961,0,1,0,0,3,0.273164984,0,1,30,United States,1,Humanities,1,None,0,0,0,1,1
7186,Marion Sawyer,3.169479152,45.7419973,1,1,0,0,1,0.377775635,2,1,33,India,2,Engineering,3,NCAA/Professional,0,0,1,1,0
7187,Beverly Canales,3.167748938,65.31391178,2,2,0,0,4,0.631254742,1,1,24,United States,1,Humanities,2,None,0,0,1,1,0
7188,Don Ingram,3.209071099,8.303766766,1,2,0,0,5,0.306250899,0,0,28,United States,1,Engineering,2,None,1,1,0,1,0
7189,Lawrence Anderson,3.125840196,59.31908469,2,0,0,0,2,0.677449542,0,0,26,United States,1,Engineering,2,None,0,0,1,1,2
7190,Daryl Hill,2.058997714,45.80162544,0,1,0,0,1,0.68941576,3,1,25,United States,1,Engineering,2,None,0,0,1,1,0
7191,Cora Baker,2.863929432,45.61219078,1,4,0,0,2,0.440224477,0,1,33,United States,2,Quantitative,2,Club/Intramural,0,0,1,1,0
7192,Paul Collini,3.337435305,25.45854039,1,4,0,0,1,0.493930179,0,0,23,United States,2,Engineering,1,None,0,0,0,1,1
7193,Albert Sullivan,2.71607049,43.48516957,2,4,0,0,5,0.154194631,0,0,22,United States,1,Humanities,1,Club/Intramural,0,0,1,1,1
7194,Billy Stith,2.636736126,45.03234281,0,2,0,0,5,0.224337185,0,0,22,Canada,1,Quantitative,2,NCAA/Professional,0,0,1,1,0
7195,Stephane Bias,3.413450894,21.81962329,2,1,0,0,3,0.328721788,4,1,22,United States,1,Humanities,2,None,0,0,0,1,1
7196,John Dyer,3.314202593,44.65348226,1,1,0,0,4,0.614926607,0,0,28,Australia,1,Humanities,2,None,0,0,2,1,0
7197,Deborah Painter,2.748706538,15.95155059,1,0,0,0,4,0.473584952,1,1,23,United States,0,None,0,None,0,0,0,1,0
7198,Donald Dafoe,3.284279125,35.81548515,1,1,0,0,2,0.525108189,2,0,25,India,1,Quantitative,1,NCAA/Professional,0,0,2,1,2
7199,Andrew Tasker,3.847717544,8.614260672,2,3,0,0,3,0.497748547,0,0,28,United States,1,Quantitative,3,Club/Intramural,0,0,2,1,1
7200,Thomas Smart,3.597547175,44.2544345,1,0,0,0,4,0.380708812,0,0,24,United States,1,Humanities,1,Club/Intramural,0,0,1,1,1
7201,Edward Burroughs,2.548115083,101.519663,1,1,0,0,4,0.43762895,0,0,26,United States,2,Humanities,2,None,0,0,0,1,1
7202,Steven Dyson,2.758088678,13.19113003,2,1,0,0,5,0.441378231,1,0,26,United States,2,Humanities,2,None,1,1,2,1,1
7203,Alyssa Boykin,2.796039954,25.85769823,0,0,0,0,5,0.249150789,0,1,35,United States,1,Sciences,2,Club/Intramural,0,0,0,1,1
7204,Joseph Chai,3.372886017,31.99476079,1,4,0,0,4,0.975378794,2,0,30,Mexico,1,Quantitative,1,Club/Intramural,0,0,0,1,1
7205,Steve Corning,3.764168846,36.97640791,0,4,0,0,4,0.136264538,0,0,27,United States,1,Humanities,2,Club/Intramural,0,0,0,1,2
7206,Sara Singleton,2.534424318,19.38349666,0,0,0,0,5,0.583732689,1,1,28,China,2,Sciences,1,None,0,0,1,1,0
7207,Sidney Ruiz,3.238682134,43.27096111,2,4,0,0,3,0.605825989,0,0,23,United States,1,Sciences,1,None,0,0,0,1,0
7208,Don Hunter,3.916437155,58.43080605,1,0,0,0,2,1.086093708,0,0,29,United States,1,Quantitative,1,Club/Intramural,0,0,0,1,0
7209,Ronald Barbee,3.090172881,9.801390536,0,1,0,0,5,0.591932176,2,0,30,United States,0,None,0,None,0,0,0,1,2
7210,Renita Clardy,3.234286427,25.96649219,2,4,0,0,2,0.674429034,0,1,23,United States,1,Sciences,1,None,0,0,0,1,2
7211,Alonzo Poche,3.395557099,34.68095262,0,1,0,0,4,0.677091873,0,0,29,United States,1,Humanities,2,Club/Intramural,0,0,2,1,2
7212,Martin Henderson,2.726551437,55.06176106,2,3,0,0,3,0.82792839,0,0,28,Canada,1,Quantitative,3,None,0,0,1,1,1
7213,Matthew Hinson,3.908854397,73.18322166,1,4,0,0,3,0.781961082,0,0,29,Australia,1,Quantitative,3,Club/Intramural,0,0,1,1,1
7214,Eugene Johnson,3.971886087,32.89898539,0,2,0,0,1,0.305913417,0,0,23,Mexico,1,Quantitative,1,None,0,0,1,1,0
7215,George Alconcel,3.01948725,72.86105151,1,3,0,0,4,0.368304645,0,0,22,United States,1,Quantitative,3,Club/Intramural,0,0,1,1,1
7216,Steven Hicks,2.619253056,47.4576279,2,1,0,0,2,0.516601788,2,0,21,United States,1,Engineering,1,Club/Intramural,0,0,0,1,0
7217,Anthony Grice,3.735393223,21.72975454,0,3,0,0,3,0.523355291,4,0,23,United States,1,Humanities,2,None,0,0,1,1,1
7218,Edgardo Curtin,4.207911319,15.65720194,0,4,0,0,2,0.199162477,0,0,37,United States,1,Quantitative,1,Club/Intramural,0,0,1,1,1
7219,Patricia Mccarthy,3.600314123,33.97616633,0,3,0,0,5,0.461934797,0,1,32,China,1,Engineering,1,None,0,0,1,1,0
7220,Anthony Gonzales,4.302124036,10.93730887,1,4,0,0,6,0.661757535,0,0,26,India,1,Quantitative,1,None,0,0,1,1,2
7221,Floyd Brownfield,3.115973575,19.95897609,2,1,0,0,4,0.271170193,3,0,28,United States,2,Humanities,1,None,0,0,1,1,1
7222,Patricia Laboy,2.913632707,17.13064469,1,1,0,0,4,0.37388493,3,1,29,United States,1,Quantitative,2,NCAA/Professional,0,0,1,1,1
7223,Jeffery Nunn,2.978338592,75.15105536,0,2,0,0,6,0.589453932,0,0,21,United States,1,Humanities,2,None,0,0,1,1,0
7224,Darby Myers,2.078092451,17.52404407,1,1,0,0,6,0.663168006,0,1,29,United States,1,Sciences,1,None,0,0,2,1,0
7225,Daniel Barrick,2.912014981,18.84108719,1,2,0,0,2,0.172781512,1,0,22,China,1,Engineering,2,Club/Intramural,0,0,1,1,1
7226,Paul Edgehill,3.995449565,15.61054091,1,1,0,0,4,0.540506999,0,0,31,Canada,1,Quantitative,2,None,0,0,1,1,1
7227,Cynthia Mccoy,2.121082106,60.68415905,0,0,0,0,2,0.80101543,0,1,26,United States,1,Sciences,2,Club/Intramural,0,0,1,1,2
7228,Gabriel Thornton,3.390538793,63.50383779,1,1,0,0,4,0.352804629,0,0,27,United States,1,Humanities,1,None,0,0,1,1,1
7229,Joe Reddick,2.365756873,58.04625928,2,2,0,0,5,0.660020903,0,0,24,United States,1,Engineering,1,None,0,0,1,1,2
7230,Julie Grant,2.654485141,26.5653007,1,4,0,0,2,0.410964232,0,1,30,United States,0,None,0,None,0,0,0,1,1
7231,Richard Paz,2.984042699,25.74152248,0,2,0,0,4,0.602627099,0,0,27,United States,1,Sciences,1,None,0,0,2,1,2
7232,Warren Ellis,3.215484408,9.63128056,0,1,0,0,2,0.390125168,0,0,29,China,2,Sciences,1,None,0,0,1,1,0
7233,Mary Smith,3.108558933,28.89749182,2,2,0,0,1,0.35987967,0,1,23,China,1,Humanities,2,NCAA/Professional,0,0,2,1,1
7234,Isaac Tenney,3.575070186,101.8451676,1,1,0,0,2,0.822508185,0,0,32,United States,2,Humanities,2,None,0,0,2,1,1
7235,Mildred Maldonado,3.615549919,56.56602187,1,4,0,0,1,0.374971029,0,1,24,United States,1,Sciences,3,None,0,0,1,1,0
7236,Robert Schaefer,3.820888101,30.46573451,0,3,0,0,2,0.574765167,0,0,26,Canada,1,Sciences,1,None,0,0,0,1,0
7237,Trent Thompson,3.456199037,34.61674852,2,3,0,0,2,0.59315428,0,0,24,United States,1,Quantitative,1,None,0,0,2,1,2
7238,Norma Niedringhaus,3.021727627,13.42684375,2,4,0,0,3,0.476577416,0,1,28,United States,1,Humanities,2,None,0,0,0,1,0
7239,Bernie Reynolds,2.909729365,11.69617496,2,4,0,0,3,0.708461311,0,0,23,United States,1,Engineering,2,Club/Intramural,0,0,1,1,2
7240,Douglas Chapman,3.282003537,66.88115501,0,3,0,0,2,0.591878292,0,0,23,India,1,Humanities,2,None,0,0,2,1,0
7241,Sheryl Perza,3.351454977,119.9643275,2,4,0,0,2,0.602429822,0,1,32,Australia,1,Quantitative,2,None,0,0,0,1,2
7242,Peter Bruhn,3.049201635,49.78778053,1,4,0,1,1,0.472693158,3,0,27,United States,2,Humanities,3,NCAA/Professional,0,0,1,1,1
7243,Santiago Busby,4.214491615,3.366926773,1,4,0,0,3,0.209311698,0,0,32,United States,1,Engineering,1,None,0,0,0,1,0
7244,Patricia Vogan,3.768251944,83.34933756,0,3,0,0,3,0.760551517,0,1,26,United States,1,Quantitative,2,None,0,0,0,1,0
7245,William Santarelli,2.460652809,75.71984607,0,2,0,0,4,0.477704277,0,0,23,United States,1,Engineering,1,None,0,0,1,1,0
7246,Pearl Shelly,2.252957206,18.77448007,0,1,0,0,4,0.51744316,0,1,26,United States,2,Quantitative,2,NCAA/Professional,0,0,2,1,0
7247,Scott Bliss,2.621395572,17.19296364,2,3,0,0,4,0.155904391,0,0,38,United States,0,None,0,None,0,0,1,1,0
7248,Christopher Scott,3.545679819,62.75304268,1,0,0,0,2,0.327234378,0,0,22,Australia,1,Sciences,3,Club/Intramural,1,1,1,1,0
7249,Roger Faler,3.477521191,15.17445985,0,1,0,0,2,0.382614308,2,0,25,United States,1,Quantitative,3,NCAA/Professional,0,0,2,1,1
7250,Margaret Johnson,3.145844101,66.33597055,0,0,0,0,5,0.547173038,0,1,31,United States,1,Sciences,1,Club/Intramural,0,0,1,1,0
7251,Enrique Yeadon,2.640832137,6.429886417,0,0,0,0,1,0.824074503,0,0,28,United States,1,Engineering,1,Club/Intramural,0,0,2,1,1
7252,Hubert Lessman,3.1197816,44.78024878,2,0,0,0,4,0.284227616,0,0,23,India,2,Sciences,2,None,0,0,0,1,1
7253,Linda Spencer,3.366660818,45.47207321,2,3,0,0,6,0.698986782,2,1,26,United States,1,Humanities,2,Club/Intramural,0,0,2,1,0
7254,Sadie Wise,2.609452143,16.83195235,1,2,0,0,2,0.744563718,0,1,24,China,1,Sciences,2,None,0,0,0,1,1
7255,David Barnes,3.408775533,94.13317278,0,1,0,0,4,0.872734935,0,0,28,United States,1,Sciences,2,NCAA/Professional,0,0,2,1,1
7256,Marie Powers,3.255979826,80.7340814,1,3,0,0,3,0.921054653,0,1,24,United States,1,Humanities,2,None,0,0,2,1,0
7257,Joshua Rich,3.393804944,49.67449967,2,1,0,0,4,0.52900959,0,0,24,United States,1,Humanities,2,NCAA/Professional,0,0,2,1,1
7258,Teresa Gasca,3.307279963,14.03868129,1,4,0,0,6,0.530186489,1,1,30,United States,2,Engineering,2,Club/Intramural,0,0,2,1,0
7259,Dawn Drennan,3.63916928,20.35609807,1,2,0,0,1,0.187597151,1,1,36,United States,2,Engineering,2,None,0,0,1,1,1
7260,Patricia Cabello,3.574678055,42.80312668,0,4,0,0,4,0.421637617,0,1,23,United States,1,Engineering,2,None,0,0,1,1,0
7261,Harry Grant,2.842926737,65.66852707,0,1,0,0,3,0.437796415,2,0,26,United States,1,Sciences,2,None,0,0,1,1,1
7262,Raymond Holly,3.833117239,32.24627452,1,1,0,0,2,0.550127457,0,0,26,United States,1,Humanities,2,Club/Intramural,0,0,0,1,0
7263,Joyce Mcfadden,3.333562891,48.81918462,0,1,0,0,5,0.831754052,1,1,25,United States,1,Sciences,2,None,0,0,1,1,1
7264,Paul Huber,2.354775237,40.45525178,0,2,0,0,1,0.694227011,0,0,30,United States,2,Sciences,1,None,0,0,0,1,2
7265,Clayton Mccoy,3.627399574,18.05186739,1,3,0,0,3,0.318543248,1,0,33,United States,1,Sciences,2,None,0,0,2,1,1
7266,Margot Cross,3.01260732,29.82206728,2,1,0,0,3,0.534774131,2,1,29,United States,1,Quantitative,2,NCAA/Professional,0,0,1,1,2
7267,Harry Espinosa,3.802634052,27.20352971,1,1,0,0,4,0.820485755,0,0,28,United States,1,Humanities,2,NCAA/Professional,0,0,2,1,1
7268,Jessica Tilton,3.880961583,23.34585777,1,3,0,0,1,0.620526655,0,1,25,United States,1,Sciences,2,None,0,0,1,1,1
7269,Gerald Lyons,3.21824188,57.74879795,0,1,0,0,2,0.381998857,0,0,21,United States,1,Humanities,2,None,0,0,2,1,2
7270,Ashley Gates,3.048686691,44.7655219,1,0,0,0,2,0.69561324,0,1,24,United States,1,Sciences,2,None,0,0,1,1,2
7271,Christopher Doung,3.766237598,14.06581275,2,4,0,0,1,0.442667594,0,0,21,United States,2,Humanities,1,None,0,0,0,1,1
7272,Todd Crane,2.503340128,78.74340072,1,3,0,0,1,0.607519096,0,0,30,United States,2,Humanities,2,Club/Intramural,0,0,0,1,0
7273,Santiago Dougherty,3.129076497,23.24944097,2,2,0,0,4,0.595454546,0,0,24,United States,1,Engineering,2,Club/Intramural,0,0,1,1,2
7274,Patricia Tinsley,2.267872038,0.670951357,0,4,0,0,2,0.456727778,1,1,22,United States,1,Engineering,1,Club/Intramural,0,0,1,1,0
7275,Melissa Kuhns,3.76363641,3.483556377,2,4,0,0,4,0.694524044,4,1,23,United States,1,Humanities,1,None,0,0,1,1,2
7276,Dawn Fidler,3.316533364,62.68399508,2,1,0,0,5,0.505929115,0,1,25,United States,0,None,0,None,0,0,1,1,1
7277,Christopher Pinckney,3.250372519,10.11892726,1,3,0,0,0,0.565504756,0,0,26,United States,0,None,0,None,0,0,2,1,1
7278,Thomas Wadsworth,3.057777974,71.83397427,1,2,0,0,4,0.519959478,0,0,30,United States,1,Humanities,2,None,0,0,2,1,1
7279,Harry Lovell,3.745615079,6.622632232,0,0,0,0,1,1.116866081,0,0,22,Canada,1,Quantitative,2,Club/Intramural,0,0,1,1,0
7280,Manuel Cuevas,3.277651832,17.8605931,0,4,0,0,2,0.987768378,2,0,25,United States,2,Quantitative,2,Club/Intramural,0,0,1,1,1
7281,Hazel Mcdonald,3.74356115,57.28627383,1,1,0,0,6,0.482107183,0,1,32,China,1,Humanities,1,None,0,0,0,1,1
7282,William Gonzales,2.642011399,3.767997209,2,1,0,0,4,0.290863641,0,0,26,United States,1,Sciences,2,Club/Intramural,0,0,0,1,1
7283,Jennifer Long,3.51376062,13.48681868,2,1,0,0,3,1.051066965,4,1,21,United States,1,Quantitative,2,NCAA/Professional,0,0,0,1,1
7284,John Wilson,2.446027573,25.44189039,2,0,0,0,1,0.437857534,0,0,21,United States,2,Engineering,3,Club/Intramural,0,0,1,1,0
7285,David Mankowski,3.491681642,11.47537557,2,4,0,0,6,0.969959099,0,0,27,India,1,Quantitative,2,NCAA/Professional,0,0,0,1,0
7286,Clifford Anderson,3.533786919,37.20011687,0,4,0,0,3,0.64725264,2,0,23,United States,1,Engineering,3,None,0,0,0,1,1
7287,Julio Geddes,3.455454279,27.41085361,0,3,0,0,6,0.750983144,2,0,29,United States,1,Quantitative,3,None,0,0,0,1,0
7288,Randall Cox,3.624886389,38.74900451,0,1,0,0,1,0.650034543,0,0,31,Canada,1,Sciences,2,Club/Intramural,0,0,2,1,1
7289,Lilian Linstrom,2.295691343,34.27749394,0,4,0,0,0,0.749082728,0,1,23,United States,1,Humanities,2,None,0,0,2,1,1
7290,Wendy Rouse,2.643054093,113.5092704,1,3,0,0,5,0.484538734,0,1,22,China,2,Sciences,2,None,0,0,0,1,2
7291,Polly Selman,2.900912692,75.00050729,0,4,0,0,2,0.360526672,3,1,22,United States,1,Humanities,2,None,0,0,0,1,1
7292,Russell Reed,3.769681573,32.32940341,2,3,0,0,4,0.573078947,0,0,27,United States,1,Quantitative,1,NCAA/Professional,0,0,1,1,0
7293,Margaret Berganza,3.506820018,45.03987477,1,3,0,0,3,0.198389051,0,1,26,United States,2,Quantitative,2,NCAA/Professional,0,0,1,1,1
7294,Nolan Mcgraw,2.699759147,3.372371567,1,3,0,0,0,0.625559358,0,0,22,United States,1,Humanities,2,Club/Intramural,0,0,2,1,0
7295,Forest Delong,3.875108469,15.94255784,0,3,0,0,3,0.547800731,0,0,22,United States,1,Humanities,1,None,0,0,2,1,0
7296,Rita Fuller,3.579736972,60.34264158,1,0,0,0,3,0.216988445,1,1,22,United States,1,Sciences,2,None,0,0,1,1,0
7297,Joshua Fox,2.281080033,103.0360145,2,1,0,0,1,0.764076609,0,0,26,United States,2,Quantitative,2,Club/Intramural,0,0,1,1,0
7298,Scott Delcamp,3.965839739,7.716778705,0,3,0,0,5,0.566003194,0,0,26,United States,1,Humanities,1,None,0,0,0,1,2
7299,Henry Chiariello,3.730210418,56.85048206,1,0,0,0,2,0.490336551,4,0,31,United States,2,Engineering,1,None,0,0,0,1,0
7300,Cynthia Ladouceur,3.602025577,35.42438552,2,4,0,0,1,0.264787337,0,1,26,United States,1,Engineering,3,Club/Intramural,0,0,0,1,2
7301,Francisca Tibbets,3.086209188,28.02039046,1,0,0,0,5,0.157301975,0,1,27,United States,1,Humanities,1,NCAA/Professional,0,0,1,1,1
7302,Lisa Powers,2.83164548,29.3119989,0,0,0,0,2,0.67577507,3,1,26,United States,1,Quantitative,1,None,0,0,1,1,2
7303,Christian Temple,2.848660493,28.07563979,2,4,0,0,3,0.17467966,0,0,23,United States,1,Humanities,2,None,0,0,0,1,2
7304,Tyler Baker,3.39801959,69.71975989,0,1,0,0,1,0.278909513,3,0,24,United States,2,Quantitative,2,NCAA/Professional,0,0,1,1,0
7305,Michael Salinas,2.17052091,12.08851886,1,1,0,0,2,0.855559893,0,0,23,United States,1,Humanities,1,None,0,0,0,1,1
7306,Mary Smith,2.413202638,94.94623373,0,3,0,0,2,0.627913842,4,1,23,China,1,Sciences,2,Club/Intramural,0,0,0,1,0
7307,Carlos Stunkard,2.756305508,3.736874791,0,3,0,0,4,0.519583937,1,0,24,Canada,0,None,0,None,0,0,0,1,0
7308,Carolyn Pickard,3.003562191,16.79724872,0,0,0,0,1,0.499349347,0,1,27,United States,2,Engineering,2,None,0,0,1,1,0
7309,Carol Adams,3.061650521,31.01248488,2,4,0,0,2,0.36914788,4,1,33,United States,1,Quantitative,2,Club/Intramural,0,0,1,1,0
7310,Chad Putman,3.054925596,38.59932849,0,1,0,0,4,0.233544833,0,0,21,Mexico,2,Humanities,2,Club/Intramural,0,0,0,1,1
7311,Lisa Martinez,2.73701461,40.23454932,1,4,0,0,1,0.604201048,1,1,31,China,2,Quantitative,2,Club/Intramural,0,0,1,1,2
7312,Kerri Knowles,3.579886531,56.12858937,2,0,0,0,2,0.421104792,0,1,26,United States,1,Engineering,2,Club/Intramural,0,0,0,1,0
7313,Brittny Kittelson,3.447155482,96.71190563,0,2,0,0,2,0.808728907,0,1,32,United States,2,Quantitative,2,NCAA/Professional,0,0,1,1,1
7314,Fallon Lomanto,3.070286961,12.27868428,2,1,0,0,5,0.783648121,0,1,24,China,1,Engineering,2,None,0,0,1,1,2
7315,James Renfrow,3.801033245,7.348446572,1,3,0,0,5,0.598796496,0,0,23,United States,1,Engineering,3,NCAA/Professional,0,0,0,1,1
7316,Adrian Porterfield,3.129822381,34.16197802,1,3,0,1,2,0.811650642,0,0,21,United States,1,Engineering,1,Club/Intramural,0,0,0,1,0
7317,Vernon Wilson,3.117782284,94.88738171,2,3,0,0,5,0.823680836,0,0,29,United States,2,Engineering,2,Club/Intramural,0,0,1,1,1
7318,Thomas Tribble,2.593262907,4.073076463,0,0,0,0,1,0.629108098,0,0,31,United States,0,None,0,None,0,0,1,1,0
7319,Vincent Brandenburg,3.090371889,74.96062154,2,0,0,0,3,0.500393705,0,0,27,United States,2,Sciences,2,None,1,1,1,1,0
7320,Elliot Reynolds,3.557838842,43.6410216,2,4,0,0,2,0.278502885,0,0,23,United States,1,Sciences,1,None,0,0,1,1,1
7321,James Cummings,2.964085277,5.064712542,2,1,0,0,3,0.424755258,0,0,26,United States,1,Quantitative,2,None,0,0,1,1,0
7322,Cynthia Alpert,2.920175358,22.19124867,2,3,0,0,2,0.281194285,0,1,25,United States,1,Engineering,1,Club/Intramural,0,0,1,1,0
7323,Martin Healey,2.94389301,46.59565233,0,3,0,0,4,0.400381053,0,0,21,United States,1,Engineering,1,None,0,0,1,1,2
7324,Nan Jackson,2.587475165,10.37475862,0,4,0,0,3,0.242615083,2,1,21,United States,0,None,0,None,0,0,0,1,0
7325,Virginia Rice,2.288747522,63.30634876,1,0,0,0,2,0.453066607,0,1,29,United States,1,Humanities,2,None,0,0,1,1,0
7326,Linda Rice,2.892990021,64.70834662,1,4,0,0,2,0.769747572,0,1,22,United States,1,Humanities,2,Club/Intramural,0,0,1,1,1
7327,Gail Bucher,2.429414686,22.6429548,1,4,0,0,1,0.456868996,0,1,24,United States,2,Quantitative,2,None,0,0,1,1,2
7328,Dixie Drew,2.782399,46.97802338,2,3,0,0,4,0.618475295,1,1,35,United States,1,Engineering,1,None,0,0,1,1,0
7329,Valerie Jensen,3.021550199,16.84652373,2,2,0,0,3,0.31345523,0,1,28,Canada,2,Sciences,1,None,0,0,2,1,1
7330,Linda Kyseth,3.621874852,27.49133454,1,3,0,0,3,0.883341209,1,1,28,India,2,Engineering,2,None,0,0,1,1,1
7331,Edwin Park,3.59263889,52.91594297,0,1,0,0,5,0.050071437,2,0,23,United States,1,Sciences,1,NCAA/Professional,0,0,0,1,0
7332,Pansy Simmions,2.907634495,81.62395251,2,0,0,0,1,0.550314734,0,1,28,United States,1,Quantitative,3,NCAA/Professional,0,0,0,1,1
7333,Jeffrey Wylie,3.348217552,63.77581978,1,0,0,0,1,0.202228821,1,0,28,United States,1,Sciences,2,None,0,0,2,1,1
7334,Sylvia Jandreau,3.174450439,57.66883237,1,0,0,0,3,0.391936986,0,1,28,China,1,Engineering,2,None,0,0,1,1,2
7335,Julie Smith,3.600787151,45.81722034,1,0,0,0,0,0.56856137,0,1,24,China,1,Quantitative,3,None,1,1,2,1,1
7336,Vivian Miller,2.805121544,14.38689829,2,2,0,0,4,0.434305527,0,1,28,United States,1,Quantitative,2,None,0,0,0,1,2
7337,Wilton Gooden,3.110678565,3.10451608,0,4,0,0,1,0.012201464,0,0,28,United States,1,Engineering,2,None,0,0,1,1,2
7338,Kristina Nolder,3.216486503,3.032795232,1,1,0,0,3,0.358824466,0,1,25,United States,1,Engineering,3,Club/Intramural,0,0,1,1,1
7339,Jean Brant,3.307587233,58.60586206,0,3,0,0,2,0.650499155,4,1,27,United States,1,Quantitative,2,None,0,0,1,1,1
7340,Christopher Locklear,2.763923545,59.83900433,2,4,0,0,2,0.569226926,0,0,22,United States,1,Engineering,2,None,1,1,1,1,2
7341,Bernard Oliveira,3.065632014,38.16936573,0,2,0,0,3,0.543577936,0,0,26,China,1,Humanities,3,None,0,0,1,1,2
7342,Dave Walker,3.168195975,48.97856692,0,3,0,0,1,0.472316447,0,0,24,United States,2,Quantitative,1,NCAA/Professional,0,0,2,1,1
7343,Cindy Cooper,2.958044357,7.125079756,2,1,0,0,5,0.757576815,0,1,23,United States,2,Quantitative,3,None,0,0,2,1,0
7344,Jason Berkowitz,2.376411386,23.51777068,1,3,0,0,3,0.849820068,0,0,33,United States,1,Humanities,3,Club/Intramural,0,0,1,1,0
7345,Calvin Champion,2.614754123,25.10606366,1,1,0,0,3,0.178628736,0,0,28,India,1,Sciences,3,Club/Intramural,0,0,2,1,0
7346,Martin Schroeder,2.486332987,87.65207866,2,4,0,0,5,0.677756601,0,0,23,United States,1,Humanities,1,NCAA/Professional,0,0,1,1,1
7347,Roland Dorton,2.992163496,63.08960853,0,3,0,0,4,0.312954858,1,0,25,United States,1,Sciences,2,None,0,0,0,1,2
7348,Micah Long,3.557289199,85.54452718,0,2,0,0,4,0.383308655,4,0,24,United States,1,Sciences,3,None,0,0,1,1,0
7349,Sophie Smith,2.599775044,34.18467939,2,3,0,0,6,0.425191313,1,1,27,Australia,1,Humanities,2,None,0,1,1,1,1
7350,June Six,2.387200885,27.97528475,2,1,0,0,1,0.406370633,0,1,31,United States,1,Sciences,3,Club/Intramural,0,0,0,1,2
7351,James Dixon,2.849638387,40.61139366,1,3,0,0,3,0.246432011,0,0,22,United States,1,Engineering,1,Club/Intramural,0,0,1,1,0
7352,Mary Mirza,2.543055409,72.21308676,2,1,0,0,2,0.709587637,0,1,21,United States,1,Engineering,2,NCAA/Professional,0,0,1,1,1
7353,Willie Sheekey,3.07868711,13.01962848,1,1,0,0,4,0.195552565,3,0,25,India,1,Sciences,1,None,0,0,0,1,0
