,Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Sex,Age,Education,Educational Prestige,Criminal Record,Arrest Records,LinkedIn Score,Responsible Social Media Use,HireVue Score,origin_Australia,origin_Canada,origin_China,origin_India,origin_Mexico,origin_United States,degree_Engineering,degree_Humanities,degree_None,degree_Quantitative,degree_Sciences,sport_Club/Intramural,sport_NCAA/Professional,sport_None,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Other,Race,Performance
330,Jesse Adams,3.273571487,1.42,2,0.5,0,1,3,0.866513937,0,31,1,0.6666666666666666,0,0,0.0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
331,Sherri Swope,3.0993417489999997,1.42,2,0.0,0,0,1,0.334051175,1,26,1,0.3333333333333333,0,0,0.5,1,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,2
332,Stephen Morin,3.003944081,1.42,2,0.25,0,0,2,0.570532258,0,29,1,0.3333333333333333,0,0,0.0,1,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
333,Robert Howard,3.7890117639999996,1.42,0,0.75,0,0,2,0.383718227,0,21,1,0.6666666666666666,0,0,0.5,1,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
334,Earl Sauls,2.55745837,1.42,1,1.0,0,0,2,0.15988812800000002,0,27,1,0.6666666666666666,0,0,0.0,1,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.1,Other,2
335,Nancy Gump,2.403019203,1.42,0,1.0,0,0,2,0.400162229,1,24,1,0.6666666666666666,0,0,1.0,1,0.5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,2
336,Victor Ferguson,2.526533231,1.42,1,0.75,1,0,4,0.434906911,0,31,1,0.6666666666666666,0,0,0.5,1,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
337,David Nixon,3.093977111,1.44,2,0.5,0,0,2,1.101041967,0,32,1,0.6666666666666666,0,0,0.5,1,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,4
338,Harold Merklein,3.3078637110000004,1.44,0,0.75,0,0,0,0.45624097399999997,0,29,2,0.6666666666666666,0,0,0.5,1,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,4
339,Isiah Zayas,2.58512881,1.44,0,0.5,0,0,1,0.373101819,0,26,1,0.6666666666666666,0,0,0.5,1,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,1
340,Warren Ray,3.840148555,1.44,1,0.75,1,0,3,0.65240999,0,24,1,0.3333333333333333,0,0,1.0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
341,Christine Gump,3.06852169,1.46,0,0.5,0,0,5,1.070611426,1,28,1,0.6666666666666666,0,0,1.0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
342,Roger Montano,2.727849216,1.46,2,1.0,0,1,3,0.42866724799999995,0,23,1,0.6666666666666666,0,0,0.5,1,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
343,Zachary Miracle,3.59162128,1.46,1,1.0,0,0,0,0.449269135,0,23,1,0.6666666666666666,0,0,0.0,1,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
344,Maria Bevan,3.358934465,1.46,0,0.0,1,0,2,0.390323663,1,29,1,0.6666666666666666,1,1,0.0,1,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
345,Robert Martin,3.311966003,1.48,0,0.25,0,0,3,0.6755882990000001,0,27,1,0.3333333333333333,0,0,1.0,1,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
346,Valerie Denis,3.743264973,1.48,2,1.0,0,0,3,0.31184718300000003,1,35,2,1.0,0,0,1.0,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,4
347,Horacio Sibley,2.44728373,1.48,2,0.0,0,0,3,0.300012088,0,22,1,0.6666666666666666,0,0,0.5,1,0.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.1,0.0,0.0,0.0,Asian,3
348,Deborah Ley,3.081268437,1.48,1,0.0,0,0,5,0.860876112,1,29,1,0.6666666666666666,0,0,1.0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
349,Frank James,2.8927075060000003,1.48,2,0.75,0,0,1,0.34588200399999997,0,34,1,1.0,0,0,0.5,1,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,1
350,Eula Farris,3.774724426,1.5,0,0.0,0,0,5,0.8285506979999999,1,23,1,1.0,0,0,0.0,1,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
351,James Patton,3.556981197,1.5,0,0.75,0,0,1,0.921564376,0,28,1,0.3333333333333333,0,0,0.5,1,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.1,0.0,Hispanic,2
352,Melvin Gebhardt,3.218454257,1.5,1,0.75,0,0,4,0.19225227399999997,0,30,1,1.0,1,1,0.0,1,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
353,Edward Mcgee,3.08490426,1.5,1,1.0,0,0,4,0.598998729,0,34,0,0.0,1,1,0.5,1,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.1,0.0,0.0,0.0,Asian,1
354,Evangelina Zukof,2.6859126030000002,1.52,1,0.5,0,0,4,0.265024123,1,24,1,0.3333333333333333,0,0,0.0,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.1,0.0,Hispanic,3
355,Larry Roy,2.7459187110000003,1.52,0,0.0,0,0,3,0.65810078,0,24,1,0.6666666666666666,0,0,0.0,1,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
356,Suzanne Phillips,3.78719106,1.52,2,0.75,1,1,3,0.736470747,1,22,2,0.6666666666666666,0,0,1.0,1,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0.1,0.0,0.0,0.0,Asian,3
357,Thomas Whitten,3.210628938,1.52,2,1.0,1,0,2,1.1455773759999999,0,25,1,0.6666666666666666,0,0,0.5,1,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,4
358,Carissa Schmidt,2.8282657860000002,1.52,0,0.5,0,1,6,0.745267687,1,24,1,0.6666666666666666,0,0,1.0,1,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
359,Ralph Ng,3.868109102,1.52,2,1.0,1,1,3,0.883572276,0,28,2,0.6666666666666666,0,0,0.5,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0.1,0.0,0.0,0.0,Asian,4
360,Richard Johnson,3.0830944610000004,1.52,2,0.5,0,0,2,0.404483992,0,35,1,0.6666666666666666,0,0,0.0,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,0.1,0.0,0.0,0.0,Asian,2
361,Peter Glander,3.4998246269999997,1.54,0,0.5,0,0,2,0.337708665,0,22,1,0.6666666666666666,0,0,0.0,1,0.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
362,James Cain,3.651289417,1.54,2,0.25,0,0,5,0.267167467,0,26,1,0.6666666666666666,0,0,0.0,1,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
363,Jose Swinney,2.7045318010000003,1.54,1,0.5,1,0,3,0.428015796,0,32,1,0.3333333333333333,0,0,0.5,1,0.5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0,0.1,0.0,0.0,0.0,Asian,3
364,William Storms,2.241120344,0.12,1,0.75,1,0,2,0.6013677829999999,0,28,2,0.3333333333333333,1,1,1.0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.1,0.0,0.0,0.0,0.0,African-American,4
365,Billy Johnson,2.7927384539999998,1.54,1,0.5,0,0,2,0.375724413,0,23,1,0.6666666666666666,0,0,0.0,1,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,2
366,Judith Smith,3.445617795,1.54,1,0.75,0,0,0,0.5191782420000001,1,24,0,0.0,0,0,0.0,1,0.5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,1
367,Lance Olson,2.280610186,1.54,0,0.75,1,0,4,0.548514615,0,22,1,0.6666666666666666,0,0,0.5,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
368,Jeanette Dupre,3.4660328610000004,1.56,0,0.5,0,0,1,0.675194558,1,28,1,0.6666666666666666,0,0,0.5,1,0.5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.1,0.0,0.0,0.0,Asian,2
369,Regina Longe,3.598473173,1.56,2,0.25,0,0,4,0.263307415,1,22,1,1.0,0,0,0.0,1,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
370,Ronald Nikas,2.848725892,1.56,1,0.75,0,1,4,0.517003318,0,28,1,0.3333333333333333,0,0,0.5,1,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
371,Kenneth Quinn,3.497918375,1.56,2,1.0,0,0,4,0.439075046,0,21,1,0.6666666666666666,0,0,1.0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.1,0.0,0.0,0.0,Asian,3
372,Bobby Thrift,3.4046459139999996,1.56,2,0.75,0,0,0,0.250823429,0,26,1,0.6666666666666666,0,0,0.5,1,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
373,Joyce Irvin,2.81090955,1.56,1,0.25,0,0,5,0.228769098,1,21,2,0.3333333333333333,0,0,1.0,1,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.1,0.0,0.0,0.0,Asian,2
374,Terence Guadalupe,3.639252687,1.58,2,0.75,0,0,1,-0.015952471,0,22,1,0.6666666666666666,0,0,0.5,1,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,1
375,Liliana Schwarz,3.397115365,1.58,0,0.75,0,0,1,0.462331025,1,24,2,0.6666666666666666,0,0,0.5,1,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,2
376,Barbara Webb,3.247103715,1.58,0,0.75,0,0,6,0.581868772,1,29,1,0.6666666666666666,0,0,0.0,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
377,Brian Hendrickson,3.268020374,1.58,2,0.25,0,1,4,0.619745612,0,24,1,0.3333333333333333,0,0,0.0,1,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,4
378,Tomas Mcloughlin,3.891292105,1.58,2,1.0,0,0,3,0.255992712,0,23,2,1.0,0,0,0.5,1,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.1,Other,2
379,Barry Mendoza,2.67696243,1.58,1,0.5,0,0,2,0.730955591,0,22,2,0.6666666666666666,0,0,1.0,1,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.1,Other,2
380,Jarrod Chilson,1.86999672,1.6,2,0.25,0,0,4,0.058370318,0,27,0,0.0,0,0,0.0,1,0.5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,1
381,Jane Lechler,3.226469572,1.6,0,0.25,0,0,1,0.683659235,1,30,1,0.6666666666666666,0,0,0.0,1,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
382,Justin Brown,3.530645055,1.6,1,0.25,0,0,3,0.494630808,0,34,1,0.3333333333333333,0,1,0.5,1,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
383,John Courser,3.0659376710000004,1.6,0,0.5,0,0,4,0.596780898,0,25,2,0.6666666666666666,1,1,0.0,1,0.5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.0,0.1,0.0,0.0,0.0,Asian,3
384,Dorothy Youree,2.9271771380000002,1.6,2,0.0,0,0,2,0.21375563600000003,1,24,1,0.6666666666666666,0,0,0.5,1,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.1,0.0,0.0,0.0,Asian,3
385,Joseph Hyneman,3.553401868,1.6,0,0.0,0,0,3,0.42810978299999997,0,24,1,0.3333333333333333,0,0,0.0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
386,John Terhune,3.411861177,1.6,2,0.25,0,0,3,-0.069777647,0,22,1,0.3333333333333333,0,0,0.5,1,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
387,Arthur Salazar,2.787904534,1.6,1,0.5,0,0,2,1.0033569740000001,0,28,1,0.3333333333333333,0,0,0.5,1,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.1,0.0,0.0,Caucasian,2
388,Karen John,3.4999105110000004,1.6,0,1.0,0,0,1,0.282922428,1,27,1,0.6666666666666666,0,0,1.0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
389,Thomas Branham,4.114741026,1.6,1,1.0,1,1,4,0.77418076,0,22,1,0.3333333333333333,0,0,1.0,1,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
390,Jesus Boulware,3.49068869,1.62,1,1.0,0,0,3,0.176385853,0,27,1,0.6666666666666666,0,0,0.5,1,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
391,Lana Hernandez,3.9612223280000003,1.62,2,1.0,1,1,4,0.735149287,1,22,2,0.6666666666666666,0,0,1.0,1,1.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,4
392,Glen Hall,3.785870352,1.62,0,0.5,1,0,4,0.32055790300000003,0,33,2,1.0,0,0,0.5,1,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.1,0.0,0.0,0.0,Asian,2
393,Joyce Phillips,4.0597950339999995,1.62,2,0.75,1,1,2,0.64452378,1,30,1,0.6666666666666666,0,0,0.0,1,1.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,4
394,Carol Unga,2.461576788,1.62,0,1.0,0,0,6,-0.0075796480000000005,1,30,2,0.6666666666666666,0,0,1.0,1,0.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
395,Marshall Clement,3.847253719,1.62,2,0.0,0,0,3,0.585753635,0,31,1,1.0,0,0,0.0,1,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.1,Other,3
396,Herman Henderson,2.484333779,1.62,2,0.0,1,0,2,0.575374908,0,24,2,1.0,0,0,0.5,1,0.5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,4
397,Francis Walker,3.279927036,1.62,1,0.5,1,0,2,0.262860277,0,31,1,0.6666666666666666,1,1,0.5,1,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,4
398,Inez Pugh,2.24047815,1.62,1,0.0,0,0,4,0.7219285529999999,1,25,1,0.3333333333333333,0,0,0.5,1,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
399,Evelyn Brown,2.778517036,1.62,0,0.25,0,0,3,0.541956609,1,23,1,0.3333333333333333,0,0,0.5,1,0.5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
400,James Johnson,3.053915706,1.64,2,0.25,0,0,6,-0.027266251000000002,0,22,1,0.3333333333333333,0,0,0.0,1,0.5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,2
401,Celia Delaney,3.4754282080000003,1.64,0,0.25,0,0,5,0.320075818,1,26,1,0.6666666666666666,0,0,1.0,1,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
402,Maurita Prestridge,3.1142314939999998,1.64,0,1.0,0,0,1,0.605801403,1,21,2,0.3333333333333333,0,0,0.5,1,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
403,Jennifer Stewart,2.78112805,1.64,0,1.0,1,0,5,0.866141005,1,27,1,0.3333333333333333,0,0,0.5,1,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.1,0.0,Hispanic,2
404,Guadalupe Miller,3.378593047,1.64,1,1.0,0,0,3,0.5342723629999999,1,29,2,0.6666666666666666,0,0,1.0,1,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
405,Brenda Sur,3.682385572,1.64,1,0.0,0,0,2,0.512238894,1,23,1,0.6666666666666666,0,0,0.5,1,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.1,Other,2
406,William Hershenson,3.8678952160000004,1.64,2,1.0,0,0,2,0.649267798,0,23,1,0.3333333333333333,0,0,0.5,1,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.1,0.0,0.0,Caucasian,2
407,Joseph Luthy,3.753269825,1.66,0,0.0,0,0,3,0.561705978,0,28,1,0.6666666666666666,1,1,0.0,1,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
408,Michael Dyer,3.679055563,1.66,0,0.25,0,0,2,0.619083073,0,36,1,0.6666666666666666,0,0,0.5,1,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,2
409,Stewart Brown,3.361794065,1.66,1,0.25,0,0,3,0.573886185,0,21,1,0.6666666666666666,0,0,0.5,1,0.5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0.0,0.1,0.0,0.0,Caucasian,2
410,Ryan Jones,2.588417918,1.66,1,0.25,1,0,2,0.93243626,0,22,1,0.3333333333333333,0,0,0.0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,4
411,Emmanuel Harper,4.128482774,1.66,2,1.0,0,1,3,0.524771408,0,27,1,0.3333333333333333,0,0,1.0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,4
412,Sylvester Mcmath,2.437075551,1.66,0,0.25,0,0,3,0.674289076,0,28,1,0.3333333333333333,0,0,0.0,1,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
413,Maria Cahill,3.2789482010000004,1.66,0,0.0,0,0,3,0.29608235,1,21,2,0.6666666666666666,0,0,0.0,1,0.5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,2
414,Erik Miller,2.584723835,1.66,2,0.5,0,0,1,0.239845712,0,23,1,0.6666666666666666,0,0,0.5,1,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
415,Wade Payne,3.5290444310000004,1.66,2,1.0,0,0,6,0.09186403300000001,0,27,2,0.6666666666666666,0,0,0.5,1,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.1,Other,2
416,Don Mcfolley,3.4519364,1.66,1,1.0,0,0,3,0.622092364,0,36,1,1.0,0,0,0.5,1,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
417,Paul Forbes,2.79314766,1.66,1,0.5,0,0,1,0.549548965,0,26,2,0.3333333333333333,1,1,0.5,1,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
418,Jose Sipe,4.045516333,1.68,2,1.0,1,1,3,0.8264515459999999,0,24,2,0.3333333333333333,0,1,1.0,1,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,4
419,Rosemarie Baker,3.6336015010000002,1.68,2,0.75,0,0,3,0.524161525,1,23,2,0.6666666666666666,0,0,0.5,1,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,4
420,Joe Sheppard,3.3871563210000004,1.68,1,0.25,0,0,4,0.6879618540000001,0,29,2,0.3333333333333333,0,0,0.0,1,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
421,Regina Voller,2.782498576,1.68,0,0.5,0,0,5,0.393059063,1,25,1,0.6666666666666666,0,0,0.5,1,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
422,Ron Ruiz,3.6224861489999998,1.7,1,0.5,1,0,1,0.334633707,0,33,1,0.6666666666666666,0,0,0.0,1,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,4
423,Charles Lewis,3.425423068,1.7,0,0.25,0,0,3,0.666920663,0,26,1,0.6666666666666666,0,0,0.5,1,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
424,Terry Bair,3.6543787310000004,1.7,2,1.0,1,1,3,0.520838871,0,25,1,0.6666666666666666,0,0,0.0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
425,Catherine Terry,3.868880799,1.7,2,0.75,0,0,6,0.6383745439999999,1,27,2,0.6666666666666666,0,0,0.0,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
426,Robert Williford,3.07850386,1.7,2,0.25,0,0,4,0.07172862099999999,0,27,2,0.6666666666666666,0,0,0.5,1,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
427,Oscar Abraham,4.01,1.7,2,1.0,1,1,3,0.9003200000000001,0,24,2,1.0,0,0,0.5,1,1.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.1,0.0,0.0,0.0,0.0,African-American,4
428,William Packard,2.286773965,1.72,1,0.0,0,0,4,0.389065502,0,23,2,0.3333333333333333,0,0,0.5,1,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.1,0.0,Hispanic,2
429,Dina Jacobs,2.541346029,1.72,1,1.0,0,0,1,1.0175116579999999,1,24,1,1.0,0,0,0.5,1,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0.1,0.0,0.0,0.0,Asian,3
430,Barbara Lopez,3.3715330000000003,1.72,1,0.25,0,0,1,0.38498154700000004,1,34,1,0.3333333333333333,0,0,1.0,1,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,4
431,Amy Atwell,3.175110526,1.72,1,0.75,0,0,1,0.574519669,1,23,1,0.6666666666666666,0,0,0.0,1,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
432,Leroy Liscomb,2.985717918,1.72,0,0.25,0,0,3,0.39759013200000004,0,23,2,0.6666666666666666,0,0,0.5,1,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,2
433,Marshall Laxen,3.3539262739999995,1.72,0,0.5,0,0,0,0.618344903,0,27,2,0.3333333333333333,0,0,0.5,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
434,Molly Brickell,3.514879876,1.72,0,1.0,0,1,3,0.244911937,1,29,1,1.0,0,0,0.5,1,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
435,Latosha Woods,3.5029053310000005,1.74,1,0.5,0,0,2,0.36380393299999997,1,27,1,0.3333333333333333,1,1,1.0,1,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.1,0.0,0.0,0.0,0.0,African-American,3
436,Robert Marks,2.866065915,1.74,2,0.5,0,0,4,0.358496196,0,24,1,1.0,0,0,0.0,1,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.1,0.0,0.0,Caucasian,3
437,Aron George,2.718430665,1.74,0,0.25,0,0,2,0.25119022399999996,0,29,2,0.3333333333333333,0,0,0.0,1,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.1,0.0,Hispanic,2
438,Samuel Hamm,2.651047534,1.74,1,0.25,0,0,3,0.704711155,0,27,1,0.3333333333333333,0,1,0.5,1,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.1,0.0,0.0,0.0,0.0,African-American,3
439,Sherika Ray,3.5618037589999996,1.74,2,0.0,0,0,5,0.6930587109999999,1,22,1,0.6666666666666666,0,0,0.0,1,1.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,0.1,0.0,0.0,Caucasian,3
440,Timothy Johnson,2.953404402,1.74,2,0.75,0,0,0,0.55583711,0,23,1,0.6666666666666666,0,0,1.0,1,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0.1,0.0,0.0,0.0,Asian,2
